type,idx,folio,pos,token,tok_freq,partner,partner_freq
A,65.v.2,65,10,"c^c,c,N,c,9",60,"cc,N,c,9",5
B,65.v.2,65,10,"c^c,c,N,c,9",60,"cc,c,N,c,9",134
A,65.v.2,65,11,"cc,o,N,9",37,"c^c,c,o,N,9",7
B,65.v.2,65,11,"cc,o,N,9",37,"c^c,o,N,9",7
B,65.v.2,65,19,"9,N,cc,c,8,9",8,"9,N,c^c,c,8,9",2
A,65.v.2,65,20,"cc,c,8,9",487,"c^c,c,c,8,9",77
B,65.v.2,65,20,"cc,c,8,9",487,"c^c,c,8,9",417
A,65.v.2,65,21,"c^c,c,N,c,8,9",4,"cc,N,c,8,9",5
B,65.v.2,65,21,"c^c,c,N,c,8,9",4,"cc,c,N,c,8,9",17
B,66.r.1,66,4,"o,P2,cc,c,8,9",48,"o,P2,c^c,c,8,9",3
B,66.r.1,66,7,"c^c,8,8,9",1,"cc,8,8,9",1
A,66.r.1,66,13,"c^c,c,N,c,9",60,"cc,N,c,9",5
B,66.r.1,66,13,"c^c,c,N,c,9",60,"cc,c,N,c,9",134
B,66.r.1,66,20,"4,o,N,c^c,8",3,"4,o,N,cc,8",4
A,66.r.2,66,2,"9,N,c^c,c,8,9",2,"9,N,cc,8,9",8
B,66.r.2,66,2,"9,N,c^c,c,8,9",2,"9,N,cc,c,8,9",8
A,66.r.2,66,3,"cc,o,8,9",83,"c^c,c,o,8,9",41
B,66.r.2,66,3,"cc,o,8,9",83,"c^c,o,8,9",51
B,66.r.2,66,6,"cc,c,c,o",16,"c^c,c,c,o",9
A,66.r.2,66,8,"cc,c,N,c,c,9",34,"c^c,c,c,N,c,c,9",8
B,66.r.2,66,8,"cc,c,N,c,c,9",34,"c^c,c,N,c,c,9",16
A,66.r.2,66,9,"cc,c,8,9",487,"c^c,c,c,8,9",77
B,66.r.2,66,9,"cc,c,8,9",487,"c^c,c,8,9",417
A,66.r.2,66,10,"cc,c,N,c,9",134,"c^c,c,c,N,c,9",30
B,66.r.2,66,10,"cc,c,N,c,9",134,"c^c,c,N,c,9",60
B,66.r.2,66,11,c^c,17,cc,2
B,66.r.2,66,12,"c^c,8,9",41,"cc,8,9",130
A,66.r.2,66,14,"cc,8,9",130,"c^c,c,8,9",417
B,66.r.2,66,14,"cc,8,9",130,"c^c,8,9",41
A,66.r.2,66,15,"cc,c,8,9",487,"c^c,c,c,8,9",77
B,66.r.2,66,15,"cc,c,8,9",487,"c^c,c,8,9",417
A,66.r.2,66,18,"9,N,cc,8,9",8,"9,N,c^c,c,8,9",2
A,66.r.3,66,6,"c^c,c,N,9",35,"cc,N,9",16
B,66.r.3,66,6,"c^c,c,N,9",35,"cc,c,N,9",57
A,66.r.3,66,12,"cc,o,c,N,c,c,9",3,"c^c,c,o,c,N,c,c,9",2
B,66.r.3,66,12,"cc,o,c,N,c,c,9",3,"c^c,o,c,N,c,c,9",4
B,66.r.3,66,14,"cc,c,N,c,o,8,9",2,"c^c,c,N,c,o,8,9",1
A,66.r.3,66,20,"8,c^c,c,o,x",8,"8,cc,o,x",21
B,66.r.3,66,20,"8,c^c,c,o,x",8,"8,cc,c,o,x",8
A,66.r.3,66,22,"c^c,c,o,8,a,m",3,"cc,o,8,a,m",45
B,66.r.3,66,22,"c^c,c,o,8,a,m",3,"cc,c,o,8,a,m",10
A,66.r.4,66,4,"N,cc,o,8,9",4,"N,c^c,c,o,8,9",5
B,66.r.4,66,4,"N,cc,o,8,9",4,"N,c^c,o,8,9",2
B,66.r.4,66,6,"4,o,N,c^c,9",9,"4,o,N,cc,9",64
B,66.r.4,66,11,"8,c^c,o,x",4,"8,cc,o,x",21
B,66.r.4,66,14,"c^c,N,9",13,"cc,N,9",16
A,66.r.4,66,17,"cc,o,M,9",35,"c^c,c,o,M,9",1
B,66.r.4,66,17,"cc,o,M,9",35,"c^c,o,M,9",6
A,66.r.4,66,19,"o,N,cc,9",26,"o,N,c^c,c,9",10
B,66.r.4,66,19,"o,N,cc,9",26,"o,N,c^c,9",10
B,66.r.4,66,20,"c^c,8,9",41,"cc,8,9",130
A,66.r.5,66,3,"cc,c,N,9",57,"c^c,c,c,N,9",14
B,66.r.5,66,3,"cc,c,N,9",57,"c^c,c,N,9",35
A,66.r.5,66,4,"c^c,c,M,c,9",34,"cc,M,c,9",1
B,66.r.5,66,4,"c^c,c,M,c,9",34,"cc,c,M,c,9",85
A,66.r.5,66,6,"c^c,c,8,9",417,"cc,8,9",130
B,66.r.5,66,6,"c^c,c,8,9",417,"cc,c,8,9",487
B,66.r.5,66,7,"cc,c,M,a,Z",6,"c^c,c,M,a,Z",1
A,66.r.5,66,8,"c^c,c,o,8",10,"cc,o,8",7
B,66.r.5,66,8,"c^c,c,o,8",10,"cc,c,o,8",4
A,66.r.5,66,10,"cc,c,N,cc,9",11,"c^c,c,c,N,cc,9",2
B,66.r.5,66,10,"cc,c,N,cc,9",11,"c^c,c,N,cc,9",3
B,66.r.5,66,13,"c^c,o,Z",87,"cc,o,Z",212
A,66.r.5,66,14,"c^c,c,o,8,a,x",4,"cc,o,8,a,x",5
B,66.r.5,66,14,"c^c,c,o,8,a,x",4,"cc,c,o,8,a,x",7
B,66.r.5,66,15,"c^c,o,x,8,9",8,"cc,o,x,8,9",10
A,66.r.5,66,16,"4,o,N,cc,c,8,9",37,"4,o,N,c^c,c,c,8,9",1
B,66.r.5,66,16,"4,o,N,cc,c,8,9",37,"4,o,N,c^c,c,8,9",10
A,66.r.5,66,17,"4,o,P1,cc,9",1,"4,o,P1,c^c,c,9",1
B,66.r.5,66,17,"4,o,P1,cc,9",1,"4,o,P1,c^c,9",1
A,66.r.5,66,20,"cc,c,c,2",32,"c^c,c,c,c,2",1
B,66.r.5,66,20,"cc,c,c,2",32,"c^c,c,c,2",8
B,66.r.5,66,23,"4,o,N,cc,c,9",25,"4,o,N,c^c,c,9",7
A,66.r.5,66,25,"cc,c,N,9",57,"c^c,c,c,N,9",14
B,66.r.5,66,25,"cc,c,N,9",57,"c^c,c,N,9",35
A,66.r.5,66,29,"c^c,c,8,9",417,"cc,8,9",130
B,66.r.5,66,29,"c^c,c,8,9",417,"cc,c,8,9",487
A,66.r.5,66,30,"cc,c,8,9",487,"c^c,c,c,8,9",77
B,66.r.5,66,30,"cc,c,8,9",487,"c^c,c,8,9",417
B,66.r.6,66,1,c^c,17,cc,2
A,66.r.6,66,3,"cc,c,c,N,9",22,"c^c,c,c,c,N,9",2
B,66.r.6,66,3,"cc,c,c,N,9",22,"c^c,c,c,N,9",14
A,66.r.6,66,5,"cc,N,9",16,"c^c,c,N,9",35
B,66.r.6,66,5,"cc,N,9",16,"c^c,N,9",13
B,66.r.6,66,8,c^c,17,cc,2
B,66.r.7,66,3,"c^c,o,x,P1,o,Z",1,"cc,o,x,P1,o,Z",1
A,66.r.7,66,8,"cc,c,8,9",487,"c^c,c,c,8,9",77
B,66.r.7,66,8,"cc,c,8,9",487,"c^c,c,8,9",417
A,66.r.7,66,14,"c^c,c,o,x",96,"cc,o,x",349
B,66.r.7,66,14,"c^c,c,o,x",96,"cc,c,o,x",152
A,66.r.7,66,16,"cc,c,N,cc,9",11,"c^c,c,c,N,cc,9",2
B,66.r.7,66,16,"cc,c,N,cc,9",11,"c^c,c,N,cc,9",3
A,66.r.7,66,17,"c^c,c,8",14,"cc,8",5
B,66.r.7,66,17,"c^c,c,8",14,"cc,c,8",21
A,66.r.7,66,21,"c^c,c,o,Z",41,"cc,o,Z",212
B,66.r.7,66,21,"c^c,c,o,Z",41,"cc,c,o,Z",77
A,66.r.7,66,22,"cc,c,o,x",152,"c^c,c,c,o,x",14
B,66.r.7,66,22,"cc,c,o,x",152,"c^c,c,o,x",96
A,66.r.7,66,25,"c^c,c,8,9",417,"cc,8,9",130
B,66.r.7,66,25,"c^c,c,8,9",417,"cc,c,8,9",487
A,66.r.7,66,27,"c^c,c,8,9",417,"cc,8,9",130
B,66.r.7,66,27,"c^c,c,8,9",417,"cc,c,8,9",487
B,66.r.7,66,28,"N,cc,c,o,8,9",5,"N,c^c,c,o,8,9",5
B,66.r.7,66,31,"P1,cc,8,a,Z",1,"P1,c^c,8,a,Z",1
B,66.r.8,66,2,"c^c,o,Z",87,"cc,o,Z",212
A,66.r.8,66,3,"c^c,c,N,c,c,o,8,9",1,"cc,N,c,c,o,8,9",2
B,66.r.8,66,3,"c^c,c,N,c,c,o,8,9",1,"cc,c,N,c,c,o,8,9",2
A,66.r.8,66,5,"c^c,c,8,9",417,"cc,8,9",130
B,66.r.8,66,5,"c^c,c,8,9",417,"cc,c,8,9",487
A,66.r.8,66,8,"c^c,c,2",4,"cc,2",15
B,66.r.8,66,8,"c^c,c,2",4,"cc,c,2",28
A,66.r.9,66,2,"P2,c^c,c,o,8,9",4,"P2,cc,o,8,9",5
B,66.r.9,66,2,"P2,c^c,c,o,8,9",4,"P2,cc,c,o,8,9",5
B,66.r.9,66,4,"c^c,o,P1,o,x",1,"cc,o,P1,o,x",1
A,66.r.9,66,8,"c^c,c,8,9",417,"cc,8,9",130
B,66.r.9,66,8,"c^c,c,8,9",417,"cc,c,8,9",487
A,66.r.9,66,9,"c^c,c,8,9",417,"cc,8,9",130
B,66.r.9,66,9,"c^c,c,8,9",417,"cc,c,8,9",487
A,66.r.9,66,17,"cc,c,o,8,9",79,"c^c,c,c,o,8,9",2
B,66.r.9,66,17,"cc,c,o,8,9",79,"c^c,c,o,8,9",41
A,66.r.10,66,4,"cc,8,9",130,"c^c,c,8,9",417
B,66.r.10,66,4,"cc,8,9",130,"c^c,8,9",41
A,66.r.10,66,6,"c^c,c,8,9",417,"cc,8,9",130
B,66.r.10,66,6,"c^c,c,8,9",417,"cc,c,8,9",487
A,66.r.10,66,8,"cc,8,9",130,"c^c,c,8,9",417
B,66.r.10,66,8,"cc,8,9",130,"c^c,8,9",41
A,66.r.10,66,9,"c^c,c,o,x",96,"cc,o,x",349
B,66.r.10,66,9,"c^c,c,o,x",96,"cc,c,o,x",152
B,66.r.10,66,10,"c^c,o,x",163,"cc,o,x",349
A,66.r.10,66,15,"cc,c,o,x",152,"c^c,c,c,o,x",14
B,66.r.10,66,15,"cc,c,o,x",152,"c^c,c,o,x",96
A,66.r.10,66,17,"c^c,c,o,8,9",41,"cc,o,8,9",83
B,66.r.10,66,17,"c^c,c,o,8,9",41,"cc,c,o,8,9",79
B,66.r.10,66,18,"cc,c,M,c,c,8,9",6,"c^c,c,M,c,c,8,9",1
B,66.r.10,66,20,"c^c,o,x",163,"cc,o,x",349
A,66.r.10,66,22,"cc,o,8,9",83,"c^c,c,o,8,9",41
B,66.r.10,66,22,"cc,o,8,9",83,"c^c,o,8,9",51
A,66.r.11,66,2,"2,c^c,c,8,9",6,"2,cc,8,9",3
B,66.r.11,66,2,"2,c^c,c,8,9",6,"2,cc,c,8,9",7
A,66.r.11,66,5,"c^c,c,o",40,"cc,o",70
B,66.r.11,66,5,"c^c,c,o",40,"cc,c,o",67
A,66.r.11,66,9,"c^c,c,8,9",417,"cc,8,9",130
B,66.r.11,66,9,"c^c,c,8,9",417,"cc,c,8,9",487
A,66.r.11,66,10,"cc,o,N,c,c,9",11,"c^c,c,o,N,c,c,9",1
B,66.r.11,66,10,"cc,o,N,c,c,9",11,"c^c,o,N,c,c,9",2
A,66.r.11,66,11,"cc,c,N,c,9",134,"c^c,c,c,N,c,9",30
B,66.r.11,66,11,"cc,c,N,c,9",134,"c^c,c,N,c,9",60
A,66.r.11,66,12,"cc,c,9",322,"c^c,c,c,9",137
B,66.r.11,66,12,"cc,c,9",322,"c^c,c,9",257
A,66.r.12,66,2,"9,c^c,c,c,o,8",1,"9,cc,c,o,8",2
A,66.r.12,66,6,"cc,c,N,c,c,8,9",15,"c^c,c,c,N,c,c,8,9",4
B,66.r.12,66,6,"cc,c,N,c,c,8,9",15,"c^c,c,N,c,c,8,9",6
A,66.r.12,66,7,"c^c,c,9",257,"cc,9",131
B,66.r.12,66,7,"c^c,c,9",257,"cc,c,9",322
B,66.r.12,66,8,"8,cc,c,o,x",8,"8,c^c,c,o,x",8
A,66.r.12,66,9,"cc,c,N,9",57,"c^c,c,c,N,9",14
B,66.r.12,66,9,"cc,c,N,9",57,"c^c,c,N,9",35
A,66.r.12,66,13,"c^c,c,8,9",417,"cc,8,9",130
B,66.r.12,66,13,"c^c,c,8,9",417,"cc,c,8,9",487
B,66.r.12,66,14,"o,M,cc,c,8,9",28,"o,M,c^c,c,8,9",8
A,66.r.12,66,17,"x,c^c,c,o,8,9",3,"x,cc,o,8,9",2
B,66.r.12,66,17,"x,c^c,c,o,8,9",3,"x,cc,c,o,8,9",1
A,66.r.12,66,23,"c^c,c,o,Z",41,"cc,o,Z",212
B,66.r.12,66,23,"c^c,c,o,Z",41,"cc,c,o,Z",77
A,66.r.12,66,31,"c^c,c,c,M,c,9",20,"cc,c,M,c,9",85
B,66.r.12,66,31,"c^c,c,c,M,c,9",20,"cc,c,c,M,c,9",26
A,66.r.13,66,3,"c^c,c,o,x",96,"cc,o,x",349
B,66.r.13,66,3,"c^c,c,o,x",96,"cc,c,o,x",152
A,66.r.13,66,6,"x,cc,c,9",45,"x,c^c,c,c,9",6
B,66.r.13,66,6,"x,cc,c,9",45,"x,c^c,c,9",18
A,66.r.13,66,8,"c^c,c,M,c,9",34,"cc,M,c,9",1
B,66.r.13,66,8,"c^c,c,M,c,9",34,"cc,c,M,c,9",85
A,66.r.13,66,10,"o,M,cc,8,9",21,"o,M,c^c,c,8,9",8
B,66.r.13,66,10,"o,M,cc,8,9",21,"o,M,c^c,8,9",3
B,66.r.13,66,16,"cc,c,o,N,9",8,"c^c,c,o,N,9",7
A,66.r.13,66,17,"9,N,cc,8,9",8,"9,N,c^c,c,8,9",2
A,66.r.13,66,18,"cc,o,8,9",83,"c^c,c,o,8,9",41
B,66.r.13,66,18,"cc,o,8,9",83,"c^c,o,8,9",51
A,66.r.13,66,19,"c^c,c,o,8,9",41,"cc,o,8,9",83
B,66.r.13,66,19,"c^c,c,o,8,9",41,"cc,c,o,8,9",79
A,66.r.14,66,4,"c^c,c,c,o,x",14,"cc,c,o,x",152
B,66.r.14,66,4,"c^c,c,c,o,x",14,"cc,c,c,o,x",10
A,66.r.14,66,5,"x,c^c,c,8,9",41,"x,cc,8,9",17
B,66.r.14,66,5,"x,c^c,c,8,9",41,"x,cc,c,8,9",108
A,66.r.14,66,6,"x,cc,c,8,9",108,"x,c^c,c,c,8,9",5
B,66.r.14,66,6,"x,cc,c,8,9",108,"x,c^c,c,8,9",41
B,66.r.14,66,7,"cc,c,c,8,9",56,"c^c,c,c,8,9",77
A,66.r.14,66,8,"c^c,c,N,o,x",1,"cc,N,o,x",3
B,66.r.14,66,8,"c^c,c,N,o,x",1,"cc,c,N,o,x",3
A,66.r.14,66,12,"c^c,c,o,x",96,"cc,o,x",349
B,66.r.14,66,12,"c^c,c,o,x",96,"cc,c,o,x",152
A,66.r.14,66,16,"cc,c,8,9",487,"c^c,c,c,8,9",77
B,66.r.14,66,16,"cc,c,8,9",487,"c^c,c,8,9",417
A,66.r.14,66,17,"P2,cc,c,8,9",34,"P2,c^c,c,c,8,9",1
B,66.r.14,66,17,"P2,cc,c,8,9",34,"P2,c^c,c,8,9",3
B,66.r.14,66,19,"4,o,M,cc,c,8,9",21,"4,o,M,c^c,c,8,9",3
A,66.r.15,66,3,"c^c,c,9",257,"cc,9",131
B,66.r.15,66,3,"c^c,c,9",257,"cc,c,9",322
A,66.r.15,66,6,"c^c,c,c,8,9",77,"cc,c,8,9",487
B,66.r.15,66,6,"c^c,c,c,8,9",77,"cc,c,c,8,9",56
A,66.r.15,66,7,"c^c,c,M,c,9",34,"cc,M,c,9",1
B,66.r.15,66,7,"c^c,c,M,c,9",34,"cc,c,M,c,9",85
A,66.r.15,66,12,"x,cc,c,9",45,"x,c^c,c,c,9",6
B,66.r.15,66,12,"x,cc,c,9",45,"x,c^c,c,9",18
A,66.r.15,66,14,"cc,c,M,9",23,"c^c,c,c,M,9",8
B,66.r.15,66,14,"cc,c,M,9",23,"c^c,c,M,9",8
A,66.r.15,66,15,"c^c,c,N,a,x,9",1,"cc,N,a,x,9",2
B,66.r.15,66,15,"c^c,c,N,a,x,9",1,"cc,c,N,a,x,9",1
A,66.r.15,66,16,"c^c,c,N,c,a,Z",1,"cc,N,c,a,Z",1
A,66.r.16,66,2,"cc,M,9",13,"c^c,c,M,9",8
B,66.r.16,66,2,"cc,M,9",13,"c^c,M,9",4
A,66.v.1,66,1,"c^c,c,a,8",1,"cc,a,8",1
B,66.v.1,66,3,"o,P2,cc,c,8,a,x",2,"o,P2,c^c,c,8,a,x",1
B,66.v.1,66,8,"M,cc,c,8,9",29,"M,c^c,c,8,9",8
A,66.v.1,66,9,"8,c^c,c,9",12,"8,cc,9",25
B,66.v.1,66,9,"8,c^c,c,9",12,"8,cc,c,9",16
A,66.v.1,66,10,"o,N,c^c,c,8,9",4,"o,N,cc,8,9",19
B,66.v.1,66,10,"o,N,c^c,c,8,9",4,"o,N,cc,c,8,9",18
A,66.v.1,66,19,"c^c,c,c,N,9",14,"cc,c,N,9",57
B,66.v.1,66,19,"c^c,c,c,N,9",14,"cc,c,c,N,9",22
A,66.v.1,66,24,"cc,o,8,9",83,"c^c,c,o,8,9",41
B,66.v.1,66,24,"cc,o,8,9",83,"c^c,o,8,9",51
A,66.v.1,66,25,"c^c,c,N,9",35,"cc,N,9",16
B,66.v.1,66,25,"c^c,c,N,9",35,"cc,c,N,9",57
A,66.v.1,66,28,"cc,c,o,2",28,"c^c,c,c,o,2",1
B,66.v.1,66,28,"cc,c,o,2",28,"c^c,c,o,2",13
A,66.v.1,66,29,"c^c,c,N,9",35,"cc,N,9",16
B,66.v.1,66,29,"c^c,c,N,9",35,"cc,c,N,9",57
A,66.v.1,66,31,"cc,c,N,c,9",134,"c^c,c,c,N,c,9",30
B,66.v.1,66,31,"cc,c,N,c,9",134,"c^c,c,N,c,9",60
A,66.v.1,66,34,"cc,c,N,a,x",12,"c^c,c,c,N,a,x",1
B,66.v.1,66,34,"cc,c,N,a,x",12,"c^c,c,N,a,x",3
B,66.v.1,66,36,"c^c,8,9",41,"cc,8,9",130
B,66.v.1,66,39,"cc,o,N,a,x",5,"c^c,o,N,a,x",3
B,66.v.2,66,0,"M,cc,o,8",2,"M,c^c,o,8",2
A,66.v.2,66,1,"c^c,c,o,8,9",41,"cc,o,8,9",83
B,66.v.2,66,1,"c^c,c,o,8,9",41,"cc,c,o,8,9",79
A,66.v.2,66,3,"cc,o,2",33,"c^c,c,o,2",13
B,66.v.2,66,3,"cc,o,2",33,"c^c,o,2",9
A,66.v.2,66,4,"cc,o,Z",212,"c^c,c,o,Z",41
B,66.v.2,66,4,"cc,o,Z",212,"c^c,o,Z",87
A,66.v.2,66,5,"c^c,c,o",40,"cc,o",70
B,66.v.2,66,5,"c^c,c,o",40,"cc,c,o",67
A,66.v.2,66,10,"c^c,c,o,8,9",41,"cc,o,8,9",83
B,66.v.2,66,10,"c^c,c,o,8,9",41,"cc,c,o,8,9",79
A,66.v.2,66,12,"cc,o,8,9",83,"c^c,c,o,8,9",41
B,66.v.2,66,12,"cc,o,8,9",83,"c^c,o,8,9",51
A,66.v.2,66,14,"4,o,M,cc,8,9",20,"4,o,M,c^c,c,8,9",3
B,66.v.2,66,14,"4,o,M,cc,8,9",20,"4,o,M,c^c,8,9",3
A,66.v.2,66,16,"9,M,cc,8,9",9,"9,M,c^c,c,8,9",2
A,66.v.2,66,18,"cc,c,o,8,9",79,"c^c,c,c,o,8,9",2
B,66.v.2,66,18,"cc,c,o,8,9",79,"c^c,c,o,8,9",41
A,66.v.2,66,22,"cc,c,N,9",57,"c^c,c,c,N,9",14
B,66.v.2,66,22,"cc,c,N,9",57,"c^c,c,N,9",35
A,66.v.2,66,23,"cc,c,M,9",23,"c^c,c,c,M,9",8
B,66.v.2,66,23,"cc,c,M,9",23,"c^c,c,M,9",8
A,66.v.3,66,1,"c^c,c,o,8,9",41,"cc,o,8,9",83
B,66.v.3,66,1,"c^c,c,o,8,9",41,"cc,c,o,8,9",79
A,66.v.3,66,3,"c^c,c,c,9",137,"cc,c,9",322
B,66.v.3,66,3,"c^c,c,c,9",137,"cc,c,c,9",160
A,66.v.3,66,6,"N,cc,9",25,"N,c^c,c,9",5
B,66.v.3,66,6,"N,cc,9",25,"N,c^c,9",5
B,66.v.3,66,8,"8,c^c,a,x",1,"8,cc,a,x",2
B,66.v.3,66,20,"c^c,c,N,c,o,8",1,"cc,c,N,c,o,8",1
A,66.v.3,66,26,"cc,c,8,9",487,"c^c,c,c,8,9",77
B,66.v.3,66,26,"cc,c,8,9",487,"c^c,c,8,9",417
A,66.v.3,66,30,"cc,c,N,9",57,"c^c,c,c,N,9",14
B,66.v.3,66,30,"cc,c,N,9",57,"c^c,c,N,9",35
A,66.v.3,66,32,"cc,c,N,a,x",12,"c^c,c,c,N,a,x",1
B,66.v.3,66,32,"cc,c,N,a,x",12,"c^c,c,N,a,x",3
A,66.v.3,66,33,"cc,c,N,c,9",134,"c^c,c,c,N,c,9",30
B,66.v.3,66,33,"cc,c,N,c,9",134,"c^c,c,N,c,9",60
A,66.v.3,66,37,"cc,N,c,c,o,8,9",2,"c^c,c,N,c,c,o,8,9",1
A,66.v.3,66,39,"c^c,c,9",257,"cc,9",131
B,66.v.3,66,39,"c^c,c,9",257,"cc,c,9",322
A,66.v.3,66,43,"c^c,c,8,a,Z",8,"cc,8,a,Z",15
B,66.v.3,66,43,"c^c,c,8,a,Z",8,"cc,c,8,a,Z",33
A,66.v.3,66,44,"o,N,cc,8,9",19,"o,N,c^c,c,8,9",4
B,66.v.3,66,44,"o,N,cc,8,9",19,"o,N,c^c,8,9",1
A,75.r.1,75,2,"c^c,c,9",257,"cc,9",131
B,75.r.1,75,2,"c^c,c,9",257,"cc,c,9",322
A,75.r.1,75,8,"c^c,c,9",257,"cc,9",131
B,75.r.1,75,8,"c^c,c,9",257,"cc,c,9",322
A,75.r.1,75,10,"cc,c,9",322,"c^c,c,c,9",137
B,75.r.1,75,10,"cc,c,9",322,"c^c,c,9",257
A,75.r.1,75,11,"P2,cc,c,9",9,"P2,c^c,c,c,9",1
A,75.r.1,75,14,"P2,cc,c,8,9",34,"P2,c^c,c,c,8,9",1
B,75.r.1,75,14,"P2,cc,c,8,9",34,"P2,c^c,c,8,9",3
B,75.r.1,75,15,"4,o,N,c^c,8,9",4,"4,o,N,cc,8,9",44
A,75.r.1,75,17,"cc,c,9",322,"c^c,c,c,9",137
B,75.r.1,75,17,"cc,c,9",322,"c^c,c,9",257
A,75.r.1,75,19,"4,o,N,cc,8,9",44,"4,o,N,c^c,c,8,9",10
B,75.r.1,75,19,"4,o,N,cc,8,9",44,"4,o,N,c^c,8,9",4
A,75.r.1,75,20,"cc,c,M,c,9",85,"c^c,c,c,M,c,9",20
B,75.r.1,75,20,"cc,c,M,c,9",85,"c^c,c,M,c,9",34
B,75.r.1,75,22,"8,c^c,o,Z",13,"8,cc,o,Z",22
A,75.r.1,75,24,"cc,8,9",130,"c^c,c,8,9",417
B,75.r.1,75,24,"cc,8,9",130,"c^c,8,9",41
A,75.r.1,75,28,"2,c^c,c,c,N,c,9",1,"2,cc,c,N,c,9",1
A,75.r.1,75,31,"P2,cc,c,8,9",34,"P2,c^c,c,c,8,9",1
B,75.r.1,75,31,"P2,cc,c,8,9",34,"P2,c^c,c,8,9",3
B,75.r.1,75,35,"o,x,N,c,c,c^c,9",2,"o,x,N,c,c,cc,9",3
A,75.r.1,75,41,"8,c^c,c,8,9",34,"8,cc,8,9",9
B,75.r.1,75,41,"8,c^c,c,8,9",34,"8,cc,c,8,9",23
A,75.r.1,75,43,"c^c,c,c,8,9",77,"cc,c,8,9",487
B,75.r.1,75,43,"c^c,c,c,8,9",77,"cc,c,c,8,9",56
B,75.r.1,75,44,"x,cc",1,"x,c^c",1
B,75.r.1,75,45,"P2,cc,c,8,a,Z",10,"P2,c^c,c,8,a,Z",1
A,75.r.1,75,46,"c^c,c,P2,cc,9",4,"cc,P2,cc,9",3
B,75.r.1,75,46,"c^c,c,P2,cc,9",4,"cc,c,P2,cc,9",4
A,75.r.1,75,49,"c^c,c,c,8,9",77,"cc,c,8,9",487
B,75.r.1,75,49,"c^c,c,c,8,9",77,"cc,c,c,8,9",56
A,75.r.1,75,51,"c^c,c,8,9",417,"cc,8,9",130
B,75.r.1,75,51,"c^c,c,8,9",417,"cc,c,8,9",487
A,75.r.1,75,53,"4,o,N,c^c,c,8,9",10,"4,o,N,cc,8,9",44
B,75.r.1,75,53,"4,o,N,c^c,c,8,9",10,"4,o,N,cc,c,8,9",37
A,75.r.1,75,55,"c^c,c,9",257,"cc,9",131
B,75.r.1,75,55,"c^c,c,9",257,"cc,c,9",322
A,75.r.1,75,58,"c^c,c,9",257,"cc,9",131
B,75.r.1,75,58,"c^c,c,9",257,"cc,c,9",322
A,75.r.1,75,60,"cc,c,9",322,"c^c,c,c,9",137
B,75.r.1,75,60,"cc,c,9",322,"c^c,c,9",257
A,75.r.1,75,61,"x,cc,c,9",45,"x,c^c,c,c,9",6
B,75.r.1,75,61,"x,cc,c,9",45,"x,c^c,c,9",18
A,75.r.1,75,64,"cc,c,9",322,"c^c,c,c,9",137
B,75.r.1,75,64,"cc,c,9",322,"c^c,c,9",257
A,75.r.1,75,68,"c^c,c,9",257,"cc,9",131
B,75.r.1,75,68,"c^c,c,9",257,"cc,c,9",322
A,75.r.1,75,70,"cc,c,8,9",487,"c^c,c,c,8,9",77
B,75.r.1,75,70,"cc,c,8,9",487,"c^c,c,8,9",417
A,75.r.1,75,71,"P2,cc,c,9",9,"P2,c^c,c,c,9",1
A,75.r.1,75,72,"N,c^c,c,9",5,"N,cc,9",25
B,75.r.1,75,72,"N,c^c,c,9",5,"N,cc,c,9",23
A,75.r.1,75,79,"c^c,c,N,c,9",60,"cc,N,c,9",5
B,75.r.1,75,79,"c^c,c,N,c,9",60,"cc,c,N,c,9",134
B,75.r.1,75,81,"c^c,9",82,"cc,9",131
A,75.r.1,75,85,"c^c,c,o,x",96,"cc,o,x",349
B,75.r.1,75,85,"c^c,c,o,x",96,"cc,c,o,x",152
A,75.r.2,75,3,"9,cc,c,9",15,"9,c^c,c,c,9",8
B,75.r.2,75,3,"9,cc,c,9",15,"9,c^c,c,9",11
A,75.r.3,75,4,"c^c,c,8,9",417,"cc,8,9",130
B,75.r.3,75,4,"c^c,c,8,9",417,"cc,c,8,9",487
A,75.r.3,75,5,"2,c^c,c,o,x",1,"2,cc,o,x",4
A,75.r.3,75,7,"cc,c,8,9",487,"c^c,c,c,8,9",77
B,75.r.3,75,7,"cc,c,8,9",487,"c^c,c,8,9",417
A,75.r.3,75,9,"cc,c,N,c,c,8,9",15,"c^c,c,c,N,c,c,8,9",4
B,75.r.3,75,9,"cc,c,N,c,c,8,9",15,"c^c,c,N,c,c,8,9",6
A,75.r.3,75,12,"cc,c,9",322,"c^c,c,c,9",137
B,75.r.3,75,12,"cc,c,9",322,"c^c,c,9",257
A,75.r.3,75,15,"c^c,c,c,N,9",14,"cc,c,N,9",57
B,75.r.3,75,15,"c^c,c,c,N,9",14,"cc,c,c,N,9",22
A,75.r.3,75,20,"x,c^c,c,9",18,"x,cc,9",10
B,75.r.3,75,20,"x,c^c,c,9",18,"x,cc,c,9",45
A,75.r.3,75,23,"c^c,c,9",257,"cc,9",131
B,75.r.3,75,23,"c^c,c,9",257,"cc,c,9",322
A,75.r.3,75,25,"c^c,c,9",257,"cc,9",131
B,75.r.3,75,25,"c^c,c,9",257,"cc,c,9",322
A,75.r.3,75,32,"c^c,c,c,8,9",77,"cc,c,8,9",487
