type,idx,folio,pos,token,tok_freq,partner,partner_freq
B,95.rb.1,95,9,"c^c,o,8,9",51,"cc,o,8,9",83
A,95.rb.1,95,10,"cc,N,a,n",13,"c^c,c,N,a,n",4
B,95.rb.1,95,10,"cc,N,a,n",13,"c^c,N,a,n",3
A,95.rb.1,95,11,"cc,o,x",349,"c^c,c,o,x",96
B,95.rb.1,95,11,"cc,o,x",349,"c^c,o,x",163
A,95.rb.1,95,12,"cc,c,N,c,9",134,"c^c,c,c,N,c,9",30
B,95.rb.1,95,12,"cc,c,N,c,9",134,"c^c,c,N,c,9",60
A,95.rb.1,95,19,"cc,o,Z",212,"c^c,c,o,Z",41
B,95.rb.1,95,19,"cc,o,Z",212,"c^c,o,Z",87
A,95.rb.1,95,20,"cc,c,N,cc,9",11,"c^c,c,c,N,cc,9",2
B,95.rb.1,95,20,"cc,c,N,cc,9",11,"c^c,c,N,cc,9",3
A,95.rb.1,95,22,"cc,N,a,Z",11,"c^c,c,N,a,Z",2
B,95.rb.1,95,22,"cc,N,a,Z",11,"c^c,N,a,Z",2
B,95.rb.1,95,29,"c^c,o,8,9",51,"cc,o,8,9",83
A,95.rb.1,95,33,"cc,c,N,c,c,9",34,"c^c,c,c,N,c,c,9",8
B,95.rb.1,95,33,"cc,c,N,c,c,9",34,"c^c,c,N,c,c,9",16
B,95.rb.2,95,0,"M,c^c,o,8",2,"M,cc,o,8",2
A,95.rb.2,95,5,"cc,c,8,9",487,"c^c,c,c,8,9",77
B,95.rb.2,95,5,"cc,c,8,9",487,"c^c,c,8,9",417
B,95.rb.2,95,6,"8,a,x,c^c,8,9",4,"8,a,x,cc,8,9",5
A,95.rb.2,95,7,"4,o,P2,cc,8,9",16,"4,o,P2,c^c,c,8,9",5
B,95.rb.2,95,12,"c^c,o,x",163,"cc,o,x",349
A,95.rb.2,95,14,"cc,8,9",130,"c^c,c,8,9",417
B,95.rb.2,95,14,"cc,8,9",130,"c^c,8,9",41
A,95.rb.2,95,15,"cc,8,9",130,"c^c,c,8,9",417
B,95.rb.2,95,15,"cc,8,9",130,"c^c,8,9",41
A,95.rb.2,95,20,"8,c^c,c,8,9",34,"8,cc,8,9",9
B,95.rb.2,95,20,"8,c^c,c,8,9",34,"8,cc,c,8,9",23
A,95.rb.2,95,31,"cc,c,o,x",152,"c^c,c,c,o,x",14
B,95.rb.2,95,31,"cc,c,o,x",152,"c^c,c,o,x",96
A,95.rb.2,95,33,"cc,c,8,9",487,"c^c,c,c,8,9",77
B,95.rb.2,95,33,"cc,c,8,9",487,"c^c,c,8,9",417
B,95.rb.2,95,34,"c^c,8,9",41,"cc,8,9",130
A,95.rb.2,95,35,"4,o,N,cc,8,9",44,"4,o,N,c^c,c,8,9",10
B,95.rb.2,95,35,"4,o,N,cc,8,9",44,"4,o,N,c^c,8,9",4
B,95.rb.2,95,41,"c^c,2,8,9",1,"cc,2,8,9",2
A,95.rb.2,95,43,"cc,8,a,m",15,"c^c,c,8,a,m",8
B,95.rb.2,95,43,"cc,8,a,m",15,"c^c,8,a,m",4
B,95.va.1,95,1,"c^c,o,8,9",51,"cc,o,8,9",83
B,95.va.1,95,6,"c^c,o,Z",87,"cc,o,Z",212
A,95.va.1,95,9,"c^c,c,8,9",417,"cc,8,9",130
B,95.va.1,95,9,"c^c,c,8,9",417,"cc,c,8,9",487
B,95.va.1,95,10,"4,o,M,cc,c,9",17,"4,o,M,c^c,c,9",5
A,95.va.1,95,15,"cc,o,8,9",83,"c^c,c,o,8,9",41
B,95.va.1,95,15,"cc,o,8,9",83,"c^c,o,8,9",51
A,95.va.1,95,20,"c^c,c,N,o,m",1,"cc,N,o,m",1
A,95.va.1,95,24,"cc,c,N,c,9",134,"c^c,c,c,N,c,9",30
B,95.va.1,95,24,"cc,c,N,c,9",134,"c^c,c,N,c,9",60
B,95.va.1,95,31,"c^c,a,Z",33,"cc,a,Z",72
B,95.va.1,95,32,"c^c,c,N,9,8,9",1,"cc,c,N,9,8,9",1
B,95.va.1,95,40,"c^c,o,2",9,"cc,o,2",33
A,95.va.1,95,49,"cc,a,x,2",2,"c^c,c,a,x,2",1
A,95.va.1,95,50,"c^c,c,8,a,n",12,"cc,8,a,n",8
B,95.va.1,95,50,"c^c,c,8,a,n",12,"cc,c,8,a,n",20
A,95.va.1,95,57,"cc,8,9,N,a,n",1,"c^c,c,8,9,N,a,n",1
B,95.vb.1,95,2,"o,c,N,c^c,9",1,"o,c,N,cc,9",1
B,95.vb.1,95,5,"o,N,c^c,9",10,"o,N,cc,9",26
B,95.vb.1,95,9,"o,N,c^c,9",10,"o,N,cc,9",26
B,95.vb.1,95,10,"M,c^c,o,Z",4,"M,cc,o,Z",17
B,95.vb.1,95,11,"4,o,N,c^c",1,"4,o,N,cc",1
A,95.vb.1,95,17,"9,M,cc,8,9",9,"9,M,c^c,c,8,9",2
A,95.vb.1,95,20,"M,cc,o,8,9",7,"M,c^c,c,o,8,9",2
A,95.vb.1,95,23,"cc,a,Z",72,"c^c,c,a,Z",23
B,95.vb.1,95,23,"cc,a,Z",72,"c^c,a,Z",33
A,95.vb.1,95,25,"c^c,c,o,8,9",41,"cc,o,8,9",83
B,95.vb.1,95,25,"c^c,c,o,8,9",41,"cc,c,o,8,9",79
A,95.vb.1,95,26,"cc,c,8,9",487,"c^c,c,c,8,9",77
B,95.vb.1,95,26,"cc,c,8,9",487,"c^c,c,8,9",417
A,95.vb.1,95,27,"cc,c,M,c,9",85,"c^c,c,c,M,c,9",20
B,95.vb.1,95,27,"cc,c,M,c,9",85,"c^c,c,M,c,9",34
B,95.vb.1,95,32,"M,cc,c,8,9",29,"M,c^c,c,8,9",8
A,95.vb.1,95,35,"c^c,c,N,c^c,c,9",2,"c^c,c,N,cc,9",3
A,95.vb.1,95,37,"o,N,c^c,c,9",10,"o,N,cc,9",26
B,95.vb.1,95,37,"o,N,c^c,c,9",10,"o,N,cc,c,9",28
A,95.vb.1,95,38,"9,M,c^c,c,8,9",2,"9,M,cc,8,9",9
B,95.vb.1,95,38,"9,M,c^c,c,8,9",2,"9,M,cc,c,8,9",9
A,95.vb.1,95,41,"cc,8,9",130,"c^c,c,8,9",417
B,95.vb.1,95,41,"cc,8,9",130,"c^c,8,9",41
A,95.vb.1,95,43,"c^c,c,8,9",417,"cc,8,9",130
B,95.vb.1,95,43,"c^c,c,8,9",417,"cc,c,8,9",487
A,95.vb.1,95,45,"cc,c,9",322,"c^c,c,c,9",137
B,95.vb.1,95,45,"cc,c,9",322,"c^c,c,9",257
B,95.vb.2,95,1,"4,o,N,c^c,9",9,"4,o,N,cc,9",64
A,95.vb.2,95,2,"8,cc,8,9",9,"8,c^c,c,8,9",34
B,95.vb.2,95,2,"8,cc,8,9",9,"8,c^c,8,9",2
A,95.vb.2,95,3,"c^c,c,8,9",417,"cc,8,9",130
B,95.vb.2,95,3,"c^c,c,8,9",417,"cc,c,8,9",487
A,95.vb.2,95,6,"o,M,cc,8,9",21,"o,M,c^c,c,8,9",8
B,95.vb.2,95,6,"o,M,cc,8,9",21,"o,M,c^c,8,9",3
A,95.vb.2,95,8,"c^c,c,8,a,Z",8,"cc,8,a,Z",15
B,95.vb.2,95,8,"c^c,c,8,a,Z",8,"cc,c,8,a,Z",33
A,95.vb.2,95,9,"cc,8,a,Q",10,"c^c,c,8,a,Q",2
B,95.vb.2,95,9,"cc,8,a,Q",10,"c^c,8,a,Q",1
A,95.vb.2,95,13,"cc,9",131,"c^c,c,9",257
B,95.vb.2,95,13,"cc,9",131,"c^c,9",82
A,95.vb.2,95,16,"cc,8,9",130,"c^c,c,8,9",417
B,95.vb.2,95,16,"cc,8,9",130,"c^c,8,9",41
A,95.vb.2,95,17,"N,cc,8,9",21,"N,c^c,c,8,9",7
B,95.vb.2,95,17,"N,cc,8,9",21,"N,c^c,8,9",4
A,95.vb.2,95,20,"8,cc,o,8,9",1,"8,c^c,c,o,8,9",1
B,95.vb.2,95,20,"8,cc,o,8,9",1,"8,c^c,o,8,9",2
A,95.vb.2,95,21,"c^c,c,o,2",13,"cc,o,2",33
B,95.vb.2,95,21,"c^c,c,o,2",13,"cc,c,o,2",28
B,95.vb.2,95,24,"cc,M,a,x",6,"c^c,M,a,x",3
B,95.vb.2,95,27,"o,N,cc,c,8,9",18,"o,N,c^c,c,8,9",4
A,95.vb.3,95,0,"M,c^c,c,9",7,"M,cc,9",17
B,95.vb.3,95,0,"M,c^c,c,9",7,"M,cc,c,9",19
B,95.vb.3,95,4,"c^c,o,x",163,"cc,o,x",349
A,95.vb.3,95,14,"cc,o,8,9",83,"c^c,c,o,8,9",41
B,95.vb.3,95,14,"cc,o,8,9",83,"c^c,o,8,9",51
A,95.vb.3,95,16,"cc,c,8,a,n",20,"c^c,c,c,8,a,n",1
B,95.vb.3,95,16,"cc,c,8,a,n",20,"c^c,c,8,a,n",12
B,95.vb.3,95,17,"cc,c,8,a,m",26,"c^c,c,8,a,m",8
A,95.vb.4,95,0,"P2,c^c,c,8,a,Z",1,"P2,cc,8,a,Z",5
B,95.vb.4,95,0,"P2,c^c,c,8,a,Z",1,"P2,cc,c,8,a,Z",10
A,95.vb.4,95,1,"c^c,c,8,9",417,"cc,8,9",130
B,95.vb.4,95,1,"c^c,c,8,9",417,"cc,c,8,9",487
A,95.vb.4,95,2,"N,c^c,c,8,9",7,"N,cc,8,9",21
B,95.vb.4,95,2,"N,c^c,c,8,9",7,"N,cc,c,8,9",24
A,95.vb.4,95,5,"c^c,c,N,a,n",4,"cc,N,a,n",13
B,95.vb.4,95,5,"c^c,c,N,a,n",4,"cc,c,N,a,n",8
A,95.vb.4,95,9,"c^c,o,M,c^c,c,9",1,"c^c,o,M,cc,9",5
B,95.vb.4,95,9,"c^c,o,M,c^c,c,9",1,"c^c,o,M,cc,c,9",2
A,95.vb.4,95,13,"o,x,N,cc,8,9",4,"o,x,N,c^c,c,8,9",1
B,95.vb.4,95,13,"o,x,N,cc,8,9",4,"o,x,N,c^c,8,9",1
A,95.vb.4,95,15,"c^c,c,M,c,9",34,"cc,M,c,9",1
B,95.vb.4,95,15,"c^c,c,M,c,9",34,"cc,c,M,c,9",85
A,95.vb.4,95,23,"cc,c,M,c,9",85,"c^c,c,c,M,c,9",20
B,95.vb.4,95,23,"cc,c,M,c,9",85,"c^c,c,M,c,9",34
B,96.r.1,96,1,"cc,c,c,o,Z",12,"c^c,c,c,o,Z",4
A,96.r.1,96,6,"cc,o,8,a,Z",13,"c^c,c,o,8,a,Z",1
A,96.r.1,96,9,"c^c,c,o,x",96,"cc,o,x",349
B,96.r.1,96,9,"c^c,c,o,x",96,"cc,c,o,x",152
A,96.r.1,96,16,"cc,o,2",33,"c^c,c,o,2",13
B,96.r.1,96,16,"cc,o,2",33,"c^c,o,2",9
A,96.r.1,96,19,"cc,o,8,o,x",2,"c^c,c,o,8,o,x",1
B,96.r.1,96,19,"cc,o,8,o,x",2,"c^c,o,8,o,x",3
A,96.r.1,96,22,"cc,o,Z",212,"c^c,c,o,Z",41
B,96.r.1,96,22,"cc,o,Z",212,"c^c,o,Z",87
B,96.r.1,96,24,"cc,o,N,cc,o,Z",1,"cc,o,N,c^c,o,Z",1
A,96.r.1,96,27,"c^c,c,o,c,N,c,9",3,"cc,o,c,N,c,9",17
B,96.r.1,96,27,"c^c,c,o,c,N,c,9",3,"cc,c,o,c,N,c,9",7
B,96.r.1,96,28,"cc,o,x,9",12,"c^c,o,x,9",4
A,96.r.1,96,30,"cc,o,8,a,m",45,"c^c,c,o,8,a,m",3
B,96.r.1,96,30,"cc,o,8,a,m",45,"c^c,o,8,a,m",22
A,96.r.1,96,33,"c^c,c,o,Z",41,"cc,o,Z",212
B,96.r.1,96,33,"c^c,c,o,Z",41,"cc,c,o,Z",77
A,96.r.1,96,38,"cc,o,x",349,"c^c,c,o,x",96
B,96.r.1,96,38,"cc,o,x",349,"c^c,o,x",163
A,96.r.1,96,40,"cc,c,o,x",152,"c^c,c,c,o,x",14
B,96.r.1,96,40,"cc,c,o,x",152,"c^c,c,o,x",96
A,96.r.1,96,46,"cc,N,c,9",5,"c^c,c,N,c,9",60
B,96.r.1,96,46,"cc,N,c,9",5,"c^c,N,c,9",2
A,96.r.1,96,49,"cc,o,c,N,c,9",17,"c^c,c,o,c,N,c,9",3
B,96.r.1,96,49,"cc,o,c,N,c,9",17,"c^c,o,c,N,c,9",9
A,96.r.1,96,52,"c^c,c,o,x",96,"cc,o,x",349
B,96.r.1,96,52,"c^c,c,o,x",96,"cc,c,o,x",152
A,96.r.1,96,54,"cc,o,x",349,"c^c,c,o,x",96
B,96.r.1,96,54,"cc,o,x",349,"c^c,o,x",163
A,96.r.1,96,57,"c^c,c,o",40,"cc,o",70
B,96.r.1,96,57,"c^c,c,o",40,"cc,c,o",67
B,96.r.1,96,62,"o,M,cc,o",8,"o,M,c^c,o",1
B,96.r.1,96,65,"c^c,o,c,N,c,9",9,"cc,o,c,N,c,9",17
A,96.r.1,96,67,"cc,o,c,M,9",3,"c^c,c,o,c,M,9",1
B,96.r.1,96,67,"cc,o,c,M,9",3,"c^c,o,c,M,9",1
A,96.r.1,96,69,"cc,c,o,8,9",79,"c^c,c,c,o,8,9",2
B,96.r.1,96,69,"cc,c,o,8,9",79,"c^c,c,o,8,9",41
B,96.r.1,96,70,"c^c,o,8,o,x",3,"cc,o,8,o,x",2
A,96.r.1,96,74,"cc,o,N,c,9",6,"c^c,c,o,N,c,9",3
B,96.r.1,96,74,"cc,o,N,c,9",6,"c^c,o,N,c,9",3
B,96.r.1,96,75,"8,cc,c,o,Z",3,"8,c^c,c,o,Z",3
A,96.r.1,96,76,"cc,c,o,x",152,"c^c,c,c,o,x",14
B,96.r.1,96,76,"cc,c,o,x",152,"c^c,c,o,x",96
A,96.r.1,96,81,"cc,2",15,"c^c,c,2",4
B,96.r.1,96,81,"cc,2",15,"c^c,2",1
A,96.r.1,96,83,"cc,c,o,8,9",79,"c^c,c,c,o,8,9",2
B,96.r.1,96,83,"cc,c,o,8,9",79,"c^c,c,o,8,9",41
B,96.r.1,96,85,"8,c^c,o",9,"8,cc,o",6
B,96.v.1,96,8,"o,x,cc,c,c,9",12,"o,x,c^c,c,c,9",4
B,96.v.1,96,13,"cc,c,o,Q",9,"c^c,c,o,Q",4
A,96.v.1,96,21,"8,c^c,c,o,2",1,"8,cc,o,2",2
B,96.v.1,96,21,"8,c^c,c,o,2",1,"8,cc,c,o,2",3
A,96.v.1,96,22,"c^c,c,c,9",137,"cc,c,9",322
B,96.v.1,96,22,"c^c,c,c,9",137,"cc,c,c,9",160
A,96.v.1,96,33,"o,x,cc,c,9",23,"o,x,c^c,c,c,9",4
B,96.v.1,96,33,"o,x,cc,c,9",23,"o,x,c^c,c,9",12
A,96.v.1,96,35,"c^c,c,o,8,a,x",4,"cc,o,8,a,x",5
B,96.v.1,96,35,"c^c,c,o,8,a,x",4,"cc,c,o,8,a,x",7
B,96.v.1,96,38,"9,cc,c,c,9",24,"9,c^c,c,c,9",8
A,96.v.1,96,47,"cc,a,Z",72,"c^c,c,a,Z",23
B,96.v.1,96,47,"cc,a,Z",72,"c^c,a,Z",33
A,96.v.1,96,51,"cc,c,c,N,c,c,9",9,"c^c,c,c,c,N,c,c,9",1
B,96.v.1,96,51,"cc,c,c,N,c,c,9",9,"c^c,c,c,N,c,c,9",8
A,96.v.1,96,57,"cc,c,o,Z",77,"c^c,c,c,o,Z",4
B,96.v.1,96,57,"cc,c,o,Z",77,"c^c,c,o,Z",41
B,99.r.4,99,0,"P2,cc,c,o,8,9",5,"P2,c^c,c,o,8,9",4
B,99.r.4,99,4,"M,c^c,o,x",6,"M,cc,o,x",13
B,99.r.4,99,10,"c^c,o,Z",87,"cc,o,Z",212
B,99.r.4,99,12,"c^c,o,Z",87,"cc,o,Z",212
A,99.r.4,99,13,"c^c,c,o,x",96,"cc,o,x",349
B,99.r.4,99,13,"c^c,c,o,x",96,"cc,c,o,x",152
B,99.r.4,99,16,"c^c,o,x,N,o,x",1,"cc,o,x,N,o,x",1
B,99.r.4,99,19,"8,cc,c,o,Z",3,"8,c^c,c,o,Z",3
A,99.r.4,99,20,"cc,2",15,"c^c,c,2",4
B,99.r.4,99,20,"cc,2",15,"c^c,2",1
A,99.r.4,99,23,"cc,c,c,9",160,"c^c,c,c,c,9",4
B,99.r.4,99,23,"cc,c,c,9",160,"c^c,c,c,9",137
A,99.r.4,99,24,"cc,o,8,9",83,"c^c,c,o,8,9",41
B,99.r.4,99,24,"cc,o,8,9",83,"c^c,o,8,9",51
A,99.r.5,99,3,"cc,o,N,9",37,"c^c,c,o,N,9",7
B,99.r.5,99,3,"cc,o,N,9",37,"c^c,o,N,9",7
B,99.r.6,99,1,"o,P2,cc,c,9",27,"o,P2,c^c,c,9",1
B,99.r.6,99,4,"o,M,cc,o,Z",15,"o,M,c^c,o,Z",1
A,99.r.6,99,7,"c^c,c,o,x",96,"cc,o,x",349
B,99.r.6,99,7,"c^c,c,o,x",96,"cc,c,o,x",152
A,99.r.6,99,9,"8,c^c,c,o,x",8,"8,cc,o,x",21
B,99.r.6,99,9,"8,c^c,c,o,x",8,"8,cc,c,o,x",8
A,99.r.6,99,20,"cc,c,o,8,9",79,"c^c,c,c,o,8,9",2
B,99.r.6,99,20,"cc,c,o,8,9",79,"c^c,c,o,8,9",41
B,99.r.6,99,26,"o,N,cc,o,x",10,"o,N,c^c,o,x",1
A,99.r.6,99,28,"cc,c,c,2",32,"c^c,c,c,c,2",1
B,99.r.6,99,28,"cc,c,c,2",32,"c^c,c,c,2",8
A,99.r.6,99,31,"c^c,c,o,x",96,"cc,o,x",349
B,99.r.6,99,31,"c^c,c,o,x",96,"cc,c,o,x",152
B,99.r.7,99,4,"Z,cc,c,9",9,"Z,c^c,c,9",2
A,99.r.8,99,0,"M,c^c,c,c,o,Z",1,"M,cc,c,o,Z",4
B,99.r.8,99,3,"P2,cc,o,x",8,"P2,c^c,o,x",5
A,99.r.8,99,6,"cc,o,Z",212,"c^c,c,o,Z",41
B,99.r.8,99,6,"cc,o,Z",212,"c^c,o,Z",87
B,99.r.8,99,7,"cc,o,x,9",12,"c^c,o,x,9",4
A,99.r.8,99,11,"c^c,c,o,x",96,"cc,o,x",349
B,99.r.8,99,11,"c^c,c,o,x",96,"cc,c,o,x",152
A,99.r.8,99,12,"N,c,c^c,c,9",1,"N,c,cc,9",3
B,99.r.8,99,12,"N,c,c^c,c,9",1,"N,c,cc,c,9",1
A,99.r.8,99,14,"cc,2",15,"c^c,c,2",4
B,99.r.8,99,14,"cc,2",15,"c^c,2",1
A,99.r.8,99,15,"cc,c,9",322,"c^c,c,c,9",137
B,99.r.8,99,15,"cc,c,9",322,"c^c,c,9",257
B,99.r.8,99,19,"cc,c,o,Q",9,"c^c,c,o,Q",4
A,99.r.8,99,22,"cc,c,c,N,c,c,9",9,"c^c,c,c,c,N,c,c,9",1
B,99.r.8,99,22,"cc,c,c,N,c,c,9",9,"c^c,c,c,N,c,c,9",8
A,99.r.8,99,25,"c^c,c,o,9",4,"cc,o,9",9
B,99.r.8,99,25,"c^c,c,o,9",4,"cc,c,o,9",3
A,99.r.8,99,32,"cc,N,c,c,9",13,"c^c,c,N,c,c,9",16
B,99.r.8,99,32,"cc,N,c,c,9",13,"c^c,N,c,c,9",2
A,99.r.8,99,38,"cc,o,8,9",83,"c^c,c,o,8,9",41
B,99.r.8,99,38,"cc,o,8,9",83,"c^c,o,8,9",51
A,99.r.10,99,6,"cc,o,x",349,"c^c,c,o,x",96
B,99.r.10,99,6,"cc,o,x",349,"c^c,o,x",163
B,99.r.10,99,7,"cc,c,o,8,a,x",7,"c^c,c,o,8,a,x",4
A,99.r.10,99,39,"c^c,c,M,9",8,"cc,M,9",13
B,99.r.10,99,39,"c^c,c,M,9",8,"cc,c,M,9",23
B,99.r.10,99,40,c^c,17,cc,2
A,99.r.10,99,41,"9,cc,o,Z",14,"9,c^c,c,o,Z",4
B,99.r.10,99,41,"9,cc,o,Z",14,"9,c^c,o,Z",3
A,99.v.2,99,2,"cc,9",131,"c^c,c,9",257
B,99.v.2,99,2,"cc,9",131,"c^c,9",82
B,99.v.3,99,1,"cc,c,o,x,2",2,"c^c,c,o,x,2",2
A,99.v.3,99,11,"cc,o,M,9",35,"c^c,c,o,M,9",1
B,99.v.3,99,11,"cc,o,M,9",35,"c^c,o,M,9",6
B,99.v.3,99,12,"4,o,N,cc,o,x",18,"4,o,N,c^c,o,x",1
A,99.v.3,99,20,"cc,o,c,N,c,9",17,"c^c,c,o,c,N,c,9",3
B,99.v.3,99,20,"cc,o,c,N,c,9",17,"c^c,o,c,N,c,9",9
A,99.v.3,99,27,"cc,o",70,"c^c,c,o",40
B,99.v.3,99,27,"cc,o",70,"c^c,o",115
B,99.v.3,99,32,"c^c,o,c,M,c,9",9,"cc,o,c,M,c,9",18
A,99.v.5,99,6,"c^c,c,9",257,"cc,9",131
B,99.v.5,99,6,"c^c,c,9",257,"cc,c,9",322
A,99.v.5,99,23,"cc,o,x",349,"c^c,c,o,x",96
B,99.v.5,99,23,"cc,o,x",349,"c^c,o,x",163
A,99.v.5,99,27,"x,cc,o,x",2,"x,c^c,c,o,x",1
A,99.v.5,99,29,"c^c,c,o,8,o,x",1,"cc,o,8,o,x",2
B,99.v.5,99,31,"c^c,o",115,"cc,o",70
B,99.v.5,99,33,"cc,o,x,c^c,c,9",1,"cc,o,x,cc,c,9",2
B,99.v.6,99,0,"o,N,c,cc,9",4,"o,N,c,c^c,9",3
A,99.v.6,99,2,"cc,o,Z",212,"c^c,c,o,Z",41
B,99.v.6,99,2,"cc,o,Z",212,"c^c,o,Z",87
B,99.v.7,99,1,"cc,o,N,o,x",3,"c^c,o,N,o,x",4
A,99.v.7,99,17,"cc,c,o,x,8,9",7,"c^c,c,c,o,x,8,9",1
B,99.v.7,99,17,"cc,c,o,x,8,9",7,"c^c,c,o,x,8,9",3
B,99.v.7,99,24,"o,x,c^c,9",3,"o,x,cc,9",9
A,99.v.7,99,31,"cc,c,o,x",152,"c^c,c,c,o,x",14
B,99.v.7,99,31,"cc,c,o,x",152,"c^c,c,o,x",96
A,99.v.7,99,32,"cc,o,8,9",83,"c^c,c,o,8,9",41
B,99.v.7,99,32,"cc,o,8,9",83,"c^c,o,8,9",51
B,99.v.8,99,6,"o,x,cc,c,c,9",12,"o,x,c^c,c,c,9",4
B,99.v.8,99,10,"c^c,o,N,o,x",4,"cc,o,N,o,x",3
B,99.v.8,99,13,"c^c,o,x",163,"cc,o,x",349
A,99.v.8,99,14,"o,N,cc,c,9",28,"o,N,c^c,c,c,9",2
B,99.v.8,99,14,"o,N,cc,c,9",28,"o,N,c^c,c,9",10
B,99.v.8,99,27,"c^c,o,8,9",51,"cc,o,8,9",83
B,99.v.8,99,31,"o,x,c^c,c,o,x",4,"o,x,cc,c,o,x",6
A,99.v.8,99,39,"9,cc,o,x",12,"9,c^c,c,o,x",2
B,99.v.8,99,39,"9,cc,o,x",12,"9,c^c,o,x",2
A,100.r.1,100,5,"cc,a,Z",72,"c^c,c,a,Z",23
B,100.r.1,100,5,"cc,a,Z",72,"c^c,a,Z",33
A,100.r.3,100,1,"c^c,c,o,8",10,"cc,o,8",7
B,100.r.3,100,1,"c^c,c,o,8",10,"cc,c,o,8",4
B,100.r.3,100,3,"c^c,o,8,o,x",3,"cc,o,8,o,x",2
A,100.r.3,100,6,"c^c,c,c,9",137,"cc,c,9",322
B,100.r.3,100,6,"c^c,c,c,9",137,"cc,c,c,9",160
A,100.r.3,100,10,"8,c^c,c,o,Z",3,"8,cc,o,Z",22
B,100.r.3,100,10,"8,c^c,c,o,Z",3,"8,cc,c,o,Z",3
B,100.r.3,100,19,"c^c,o,Z",87,"cc,o,Z",212
A,100.r.3,100,20,"cc,N,c,c,9",13,"c^c,c,N,c,c,9",16
B,100.r.3,100,20,"cc,N,c,c,9",13,"c^c,N,c,c,9",2
B,100.r.3,100,29,"8,cc,c,o,Z",3,"8,c^c,c,o,Z",3
B,100.r.3,100,30,"c^c,o,x",163,"cc,o,x",349
A,100.r.3,100,32,"cc,o,Z",212,"c^c,c,o,Z",41
B,100.r.3,100,32,"cc,o,Z",212,"c^c,o,Z",87
A,100.r.3,100,33,"cc,o,x",349,"c^c,c,o,x",96
B,100.r.3,100,33,"cc,o,x",349,"c^c,o,x",163
B,100.r.4,100,0,"c^c,o,c,N,c,c,9",4,"cc,o,c,N,c,c,9",3
B,100.r.6,100,2,"cc,o,x,8,a,m",4,"c^c,o,x,8,a,m",2
A,100.r.6,100,5,"cc,c,o,x",152,"c^c,c,c,o,x",14
B,100.r.6,100,5,"cc,c,o,x",152,"c^c,c,o,x",96
A,100.r.6,100,8,"c^c,c,9",257,"cc,9",131
B,100.r.6,100,8,"c^c,c,9",257,"cc,c,9",322
A,100.r.6,100,12,"cc,o,x",349,"c^c,c,o,x",96
B,100.r.6,100,12,"cc,o,x",349,"c^c,o,x",163
B,100.r.6,100,14,"c^c,o,x",163,"cc,o,x",349
B,100.r.6,100,15,"c^c,o,x",163,"cc,o,x",349
A,100.r.6,100,17,"cc,a,Z",72,"c^c,c,a,Z",23
B,100.r.6,100,17,"cc,a,Z",72,"c^c,a,Z",33
A,100.r.6,100,18,"cc,o,x",349,"c^c,c,o,x",96
B,100.r.6,100,18,"cc,o,x",349,"c^c,o,x",163
B,100.r.6,100,19,"c^c,o",115,"cc,o",70
A,100.r.6,100,21,"cc,N,cc,9",6,"c^c,c,N,cc,9",3
B,100.r.6,100,21,"cc,N,cc,9",6,"c^c,N,cc,9",2
B,100.r.6,100,21,"cc,N,cc,9",6,"cc,N,c^c,9",1
A,100.r.6,100,24,"c^c,c,o,Z",41,"cc,o,Z",212
B,100.r.6,100,24,"c^c,c,o,Z",41,"cc,c,o,Z",77
A,100.r.6,100,27,"9,N,c^c,c,c,9",1,"9,N,cc,c,9",4
B,100.r.6,100,27,"9,N,c^c,c,c,9",1,"9,N,cc,c,c,9",1
A,100.r.6,100,30,"cc,c,o,x",152,"c^c,c,c,o,x",14
B,100.r.6,100,30,"cc,c,o,x",152,"c^c,c,o,x",96
A,100.r.6,100,32,"c^c,c,o,Z",41,"cc,o,Z",212
B,100.r.6,100,32,"c^c,c,o,Z",41,"cc,c,o,Z",77
A,100.r.6,100,34,"cc,o,x",349,"c^c,c,o,x",96
B,100.r.6,100,34,"cc,o,x",349,"c^c,o,x",163
B,100.r.6,100,37,"o,x,cc,c,o,x",6,"o,x,c^c,c,o,x",4
A,100.r.6,100,38,"cc,c,N,9",57,"c^c,c,c,N,9",14
B,100.r.6,100,38,"cc,c,N,9",57,"c^c,c,N,9",35
A,100.r.6,100,39,"cc,c,o,x",152,"c^c,c,c,o,x",14
B,100.r.6,100,39,"cc,c,o,x",152,"c^c,c,o,x",96
B,100.r.6,100,40,"cc,c,o,c,N,c,9",7,"c^c,c,o,c,N,c,9",3
A,100.r.6,100,44,"cc,c,N,c,c,9",34,"c^c,c,c,N,c,c,9",8
B,100.r.6,100,44,"cc,c,N,c,c,9",34,"c^c,c,N,c,c,9",16
A,100.r.6,100,45,"cc,o,x",349,"c^c,c,o,x",96
B,100.r.6,100,45,"cc,o,x",349,"c^c,o,x",163
A,100.r.6,100,47,"cc,o,2",33,"c^c,c,o,2",13
B,100.r.6,100,47,"cc,o,2",33,"c^c,o,2",9
A,100.r.6,100,48,"o,x,cc,o,Z",2,"o,x,c^c,c,o,Z",2
B,100.r.6,100,51,"cc,c,o,x,2",2,"c^c,c,o,x,2",2
A,100.r.6,100,53,"cc,o,x",349,"c^c,c,o,x",96
B,100.r.6,100,53,"cc,o,x",349,"c^c,o,x",163
A,100.r.6,100,54,"cc,c,o,x",152,"c^c,c,c,o,x",14
