MARC ID,URL,Publication Date,Title,Image Set ID,Publication Type,Collection,Author,Publisher,Publication Country,Publication Language,Accession Number,Source Library,Full Text - Image,Full Text,USTC Classification,Release Date
99845544,https://search.proquest.com/eebo/docview/2240853079,1547,"An epistle of the famous clerke Erasmus of Roterodame, concernynge the veryte of the sacrament of Christes body and bloude whyche epistle is set before the excellent boke, intytuled D. Algeri De veritate corporis et sanguinis dominici in Eucharistia.)[sic] which boke was made by the sayd Algerus aboute fyue hondred yeared passed. And nowe of late yeares, hath agayne ben ouer seen and reuysyted, by the sayde famous clerke Erasmus of Roterodame, and dedycated by hym, unto the Reuerende father Balthasar bysshop of Hyldesyn. This present epistle of Erasmus makynge is to be founde oute, in the great volume of all his epistles, pagina, 1577. Hauynge this lytell wrytynge ouer it. In Algerum.",10449,Book,"Early English Books, 1475-1640 (STC)","Erasmus, Desiderius, d. 1536.",Imprynted by me Robert wyer],England,English,STC (2nd ed.) / 10490,British Library,Y,Y,Religious,10/1/19
99845624,https://search.proquest.com/eebo/docview/2248531405,1547,"Certayne sermons or homilies appoynted by the kynges Maiestie, to be declared and redde, by all persones, vycars, or curates, euery So[n]day in their churches, where they haue cure.",10534,Book,"Early English Books, 1475-1640 (STC)","Anon.|Cranmer, Thomas, 1489-1556.","In Flete strete, at the signe of the sunne, ouer agaynste the conduyte, by Edwarde Whitchurche,",England,English,STC (2nd ed.) / 13641,British Library,Y,N,Religious,10/1/19
99845647,https://search.proquest.com/eebo/docview/2240929566,1547,"Certayne sermons, or homilies appoynted by the kynges Maiestie, to bee declared and redde, by all persones, vicars, or curates, euery Sondaye in their churches, where they haue cure.",10560,Book,"Early English Books, 1475-1640 (STC)","Anon.|Cranmer, Thomas, 1489-1556.","The laste daie of Iulii, in the firste yere of the reigne of our souereigne lorde kyng Edvvard the .VI: By Rychard Grafton printer to his moste royall Maiestie]",England,English,STC (2nd ed.) / 13639,British Library,Y,N,Religious,10/1/19
99845650,https://search.proquest.com/eebo/docview/2240938756,1547,"Certayne sermons, or homelies appoynted by the kynges Maiestie, to be declared and redde, by all persones, vicars, or curates, euery Sondaye in their churches, where they haue cure. Anno 1547.",10564,Book,"Early English Books, 1475-1640 (STC)","Anon.|Cranmer, Thomas, 1489-1556.","The laste daie of Iulii, in the first yere of the reigne of our souereigne lord Kyng Edvvard the. VI: by Rychard Grafton printer to his moste royall Maiestie",England,English,STC (2nd ed.) / 13640,British Library,Y,Y,Religious,10/1/19
99845673,https://search.proquest.com/eebo/docview/2240920416,1547,De termino Pasche anno. iiii. Edwardi iiii,10589,Book,"Early English Books, 1475-1640 (STC)",Anon.,In Fletestrete at the sygne of the George nexte to saynt Dunstons Churche by Wyllyam Myddylton,England,Romance (Other),"Beale, J.H.  Engl. law, R251|STC (2nd ed.) / 9791",British Library,Y,N,Jurisprudence|Literature,10/1/19
99845803,https://search.proquest.com/eebo/docview/2240897997,1547,De termino Michaelis. Anno XVIII regni regis Henrici octaui,10725,Book,"Early English Books, 1475-1640 (STC)",Anon.,In Fletestrete at the sygne of the George nexte to saynt Dunstons Church by Wyllyam Myddylton,England,Romance (Other),"Beale, J.H.  Engl. law, R427|STC (2nd ed.) / 9947",British Library,Y,N,Jurisprudence|Literature,10/1/19
99845805,https://search.proquest.com/eebo/docview/2240897757,1547,De termino Pasche. Anno. XXVI. regni regis Henrici octaui,10727,Book,"Early English Books, 1475-1640 (STC)",Anon.,In Fletestrete at the sygne of the George nexte to saynt Dunstons Churche by Wyllyam Myddylton,England,Romance (Other),"Beale, J.H.  Engl. law, R436|STC (2nd ed.) / 9955",British Library,Y,N,Jurisprudence|Literature,10/1/19
99845809,https://search.proquest.com/eebo/docview/2240929287,1547,Anno. xxvii. Henrici. viii. De termino Pasche anno. xxvii. regni regis Henrici. viii,10732,Book,"Early English Books, 1475-1640 (STC)",Anon.,In Fletestrete at the sygne of the George nexte to saynt Dunstons Churche by Wyllyam Myddylton,England,Romance (Other),"Beale, J.H.  Engl. law, R445|STC (2nd ed.) / 9962",British Library,Y,N,Jurisprudence|Literature,10/1/19
99846124,https://search.proquest.com/eebo/docview/2240924395,1547,The vrinal of physick. Composed by Mayster Robert Recorde: Doctor of Physicke,11070,Book,"Early English Books, 1475-1640 (STC)","Record, Robert, 1510?-1558.",By Reynolde Wolfe. Cum priuilegio ad imprimendum solum,England,English,STC (2nd ed.) / 20816,Royal College of Physicians of London Library,Y,N,Medical texts,10/1/19
99846138,https://search.proquest.com/eebo/docview/2240894794,1547,"A brefe comedy or enterlude concernynge the temptacyon of our lorde and sauer Iesus Christ, by Sathan in the desart. Compyled by Iohan Bale, Anno M. D. XXXVIII. Interlocutores. Iesus Christus, Angelus primus, Satan tentator, Angelus alter. Baleus Prolocutor",11086,Book,"Early English Books, 1475-1640 (STC)","Bale, John, 1495-1563.",Dirik van der Straten,Germany,English,"Greg, I, 23|STC (2nd ed.) / 1279",Bodleian Library,Y,Y,Religious|Drama,10/1/19
99846211,https://search.proquest.com/eebo/docview/2240894806,1547,"The A. B. C  set forthe by the Kynges maiestie and his clergye, and commaunded to be taught through out all his realme All other vtterly set a part as the teachers thereof tender his graces fauour.",11162,Book,"Early English Books, 1475-1640 (STC)",Anon.,By Wyllyam Powell,England,English,STC (2nd ed.) / 20,British Library,Y,Y,Educational books|Religious,10/1/19
99846275,https://search.proquest.com/eebo/docview/2240894762,1547,"A dictionary in Englyshe and Welshe moche necessary to all suche Welshemen as wil spedly learne the englyshe to[n]gue thought vnto the kynges maiestie very mete to be sette forthe to the vse of his graces subiectes in Wales: wherevnto is p[re]fixed a litle treatyse of the englyshe pronu[n]ciacion of the letters, by Wyllyam Salesbury",11231,Book,"Early English Books, 1475-1640 (STC)","Salesbury, William, 1520?-1600?","[By N. Hill] in Foster lane, by [i.e. for] me Iohn̄ Waley",England,English,STC (2nd ed.) / 21616,The Huntington Library,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
99846352,https://search.proquest.com/eebo/docview/2240897998,1547,Articuli ad narrationes nouas pfrtim [sic] formati,11314,Book,"Early English Books, 1475-1640 (STC)",Anon.,Aedibus VVilhelmi Povvel.,England,Latin,STC (2nd ed.) / 821,British Library,Y,N,Jurisprudence|History and chronicles,10/1/19
99846683,https://search.proquest.com/eebo/docview/2248520650,1547,"An epistell exhortatorye, admonishing a[n]d warning all faithful Christia[n]s to beware of the false fained God of the aulter, and only to trust in the onelye lyuing God",11669,Book,"Early English Books, 1475-1640 (STC)",Anon.,S.l.,England,English,STC (2nd ed.) / 10430,British Library,Y,Y,Religious,10/1/19
99846690,https://search.proquest.com/eebo/docview/2240922444,1547,Flores aliquot sententiarum ex variis collecti scriptoribus. = The flowers of sencies gathered out of sundry wryters by Erasmus in Latine [and] Englished by Richard Tauerner. Huic libello non male conuenient mimi illi publiani nuper ab eodem Richardio versi,11677,Book,"Early English Books, 1475-1640 (STC)","Erasmus, Desiderius, d. 1536.|Taverner, Richard, 1505?-1575.",Ex ædibus Wilhelmi Middilton,England,English,STC (2nd ed.) / 10446,British Library,Y,N,"Adages, aphorisms, emblem books, jests, proverbs",10/1/19
99846707,https://search.proquest.com/eebo/docview/2240913699,1547,The pryncyples of astronamye the whiche diligently perscrutyd is in maners pronosticacyon to the worldes end compyled by andrew Boorde of phisick Doctor,11694,Book,"Early English Books, 1475-1640 (STC)","Boorde, Andrew, 1490?-1549.",In [the] fletestrete at the sygne of the rose garland by Robert Coplande,England,English,STC (2nd ed.) / 3386,Cambridge University Library,Y,Y,"Astrology and cosmography|Calendars, almanacs and prognostications",10/1/19
99846896,https://search.proquest.com/eebo/docview/2240949429,1547,"A very frutful and pleasant boke called the Instruction of a christen woman, made fyrst in latyne, by the right famous clerke mayster Lewes Viues, and tourned out of latyne into Englishe by Rycharde Hyrde",11893,Book,"Early English Books, 1475-1640 (STC)","Vives, Juan Luis, 1492-1540.|Hyrde, Richard.",[In [a]edibus Thom[a]e Berth[eleti]],England,English,STC (2nd ed.) / 24859,The Huntington Library,Y,N,"Marriage, the debate on women",10/1/19
99846956,https://search.proquest.com/eebo/docview/2240904683,1547,"The olde fayth an euident probacion out of the holy scripture, that the christen fayth (whiche is the right, true, old and vndoubted fayth) hath endured sens the beginnyng of the worlde. Herein hast thou also a short summe of the whole Byble, and a probacion, that al vertuous men haue pleased God, and wer saued through the Christen fayth. 1547. Myles Couerdale.",11958,Book,"Early English Books, 1475-1640 (STC)","Bullinger, Heinrich, 1504-1575.|Coverdale, Miles, 1488-1568.",W. Hill,England,English,STC (2nd ed.) / 4071,Bodleian Library,Y,Y,Religious|History and chronicles|Philosophy and morality,10/1/19
99847447,https://search.proquest.com/eebo/docview/2240904698,1547,The boke of hawkynge hyntynge and fysshynge with all the propertyes and medecynes that are necessarye to be kepte.,12483,Book,"Early English Books, 1475-1640 (STC)","Berners, Juliana, b. 1388?",In Pouls chyrchyarde by me [William Copland? for] Hery Tab,England,English,STC (2nd ed.) / 3310,Bodleian Library,Y,N,"Economics|Games and recreations|Agriculture, viticulture, texts on hunting, veterinary science",10/1/19
99847518,https://search.proquest.com/eebo/docview/2240942912,1547,Here beginneth a ryght frutefull mater: [and] hathe to name the boke of surueyinge and improueme[n]tes,12555,Book,"Early English Books, 1475-1640 (STC)","Fitzherbert, John, d. 1531.|Fitzherbert, Anthony, Sir, 1470-1538.|Berthelet, Thomas.",In Fletestrete at the sygne of the George nexte to saynt Dunstones churche by me Wyllyam Myddylton,England,English,STC (2nd ed.) / 11012,British Library,Y,N,"Economics|Agriculture, viticulture, texts on hunting, veterinary science",10/1/19
99847575,https://search.proquest.com/eebo/docview/2240917713,1547,"A frutefull worke of Lucius Anneus Senecæ. Called the Myrrour of glasse of maners and wysedome bothe in latin and in Englysshe lately translated by Robert Whyttynton, poet Laureate. And nowe newely imprynted.",12613,Book,"Early English Books, 1475-1640 (STC)","Martin, of Braga, Saint, ca. 515-579 or 80.|Seneca, Lucius Annaeus, ca. 4 B.C.-65 A.D.|Whittington, Robert, d. ca. 1560.",In Flete strete at the sygne of the George nexte to saynt Du[n]stons churche by Wyllyam Myddylton,England,English,STC (2nd ed.) / 17502,British Library,Y,N,Religious,10/1/19
99847659,https://search.proquest.com/eebo/docview/2264203798,1547,Modus tenendi vnum hundredum siue curiam de recordo,12711,Book,"Early English Books, 1475-1640 (STC)",Anon.,In vico qui vocatur Fletestrete per VVilhelmu[m] Myddylton,England,Latin,STC (2nd ed) / 7734a,,Y,N,Jurisprudence|History and chronicles,10/1/19
99847747,https://search.proquest.com/eebo/docview/2240941274,1547,"Regiæ maiest. Angliæ &c. Ma[n]datorum epitome ex præscripto, ad subditos suos, tam sacris addictos, quam̀ laicos. Ex anglico sermone in latinum conuersa.",12807,Book,"Early English Books, 1475-1640 (STC)","Anon.|Edward VI, King of England, 1537-1553.|Church of England.",S.n.,Undetermined,Latin,STC (2nd ed.) / 10094,British Library,Y,N,Religious,10/1/19
99849349,https://search.proquest.com/eebo/docview/2248556028,1547,Speculum iuuenum uxores impetuose affectantiu[m] in quo plurimos seminarum uiperinos mores (quibus extremam trahantur in pernitiem) ex omni penè genere eruditorum selectos sole clarius deprehendent,14490,Book,"Early English Books, 1475-1640 (STC)","Parfeius, Gulielmus.",Ex officina Ioannis Herfordie,England,Latin,STC (2nd ed.) / 19195,Cambridge University Library,Y,N,"Marriage, the debate on women",10/1/19
99849964,https://search.proquest.com/eebo/docview/2248541614,1547,"The first examinacio[n] of Anne Askewe latelye martired in Smythfelde, by the Romyshe popes vpholders, wyth the elucydacyon of Iohan Bale.",15145,Book,"Early English Books, 1475-1640 (STC)","Askew, Anne, 1521-1546.|Bale, John, 1495-1563.|Askew, Anne, 1521-1546.",Printed by Nicholas Hill?],England,English,STC (2nd ed.) / 851,"Christ Church Library, University of Oxford",Y,Y,Religious|History and chronicles|Literature,10/1/19
99850211,https://search.proquest.com/eebo/docview/2240858541,1547,"Oll synnwyr pen kembero ygyd vvedy r gynnull, ei gynnwys ae gyfansoddi mewn crynodab ddosparthus a threfn odidawc drwy ddyual ystryw. Gruffyd Hiraethor prydydd o wynedd is Conwy.",15398,Book,"Early English Books, 1475-1640 (STC)","Gruffudd Hiraethog, d. 1564.|Salesbury, William, 1520?-1600?",In Saynt Iohns strete by Nycholas Hyll,England,Welsh,STC (2nd ed.) / 12403.9,National Library of Wales,Y,Y,"Adages, aphorisms, emblem books, jests, proverbs",10/1/19
99851413,https://search.proquest.com/eebo/docview/2248538726,1547,"A compendyous regyment or a dyetary of healthe made in Mountpyllyer, by Andrewe Boorde of physycke doctour, newly corrected and imprynted with dyuers addycyons dedycated to the armypotent Prynce and valyent Lorde Thomas Duke of Northfolke.",16684,Book,"Early English Books, 1475-1640 (STC)","Boorde, Andrew, 1490?-1549.",In Fletestrete at the sygne of the George nexte to saynte Dunstones churche by Wyllyam Powell,England,English,STC (2nd ed.) / 3380,British Library,Y,Y,Medical texts,10/1/19
99852442,https://search.proquest.com/eebo/docview/2240867348,1547,Here begynneth the pystles and Gospels of the Sondayes and festiuall holye dayes newly corrected and amended.,17765,Book,"Early English Books, 1475-1640 (STC)",Anon.,"In Pules churche-yarde at the sygne of the Hyl, by Wylliam Hyl",England,English,STC (2nd ed.) / 2974,University of Illinois Library,Y,N,Religious,10/1/19
99852933,https://search.proquest.com/eebo/docview/2240948504,1547,"The booke of marchauntes very profitable to all folkes to knowe of what wares they ought to be ware of, for the begilyng of them. Newly perused and augmented by the first authoure well practised in suche doynges. Reade and profite.",18288,Book,"Early English Books, 1475-1640 (STC)","Marcourt, Antoine de, d. ca. 1560.|Farel, Guillaume, 1489-1565","[[By J. Day?] and] are to be sold by Richard Iugge, at the North doore of Pouls. Cum priuilegio ad imprimendum solum]",England,English,STC (2nd ed.) / 17313.7,"Emmanuel College Library, University of Cambridge",Y,Y,,10/1/19
