MARC ID,URL,Publication Date,Title,Image Set ID,Publication Type,Collection,Author,Publisher,Publication Country,Publication Language,Accession Number,Source Library,Full Text - Image,Full Text,USTC Classification,Release Date
99856369,https://search.proquest.com/eebo/docview/2240894528,1527,"Vulgaria Roberti VVhitintoni Lichfeldiensis laureati & de institutione gra[m]maticuloru[m] opusculu[m], libello suo de co[n]cinnitate gra[m]matices accommodatu[m], & in quattuor partes digestum. Eiusdem distichon. Quid frustra Inachidos quæris vestigia lustris? Non quæsita, viden? se ne reperta tulit? Humiliabit calumniatorem.",21909,Book,"Early English Books, 1475-1640 (STC)","Whittington, Robert, d. ca. 1560.",In edibus Winandi de Worde,England,Latin,STC (2nd ed.) / 25578,The Huntington Library,Y,N,"Educational books|Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
99856373,https://search.proquest.com/eebo/docview/2240888029,1527,"Gra[m]matic[a]e VVhitintonianæ liber secundus de no[m]i[nu]m declinatione Declinationes nominum tam latinoru[m] q[uam] gr[a]ecorum patronymicorum & barbarorum e Prisciano, Sinpontino [sic], Sulpitio & Ascensio, amussatim collect[a]e, cum commentariolo interlinari & dictionum interpretatiu[n]culis. In quibus numero se digere[n]dis adeo seruatur mediaru[m] syllabarum productio & abbreuiatio vt studiose eas legenti & quantitate[m] & accentum mediarum syllabarum in nominibus saltem cognoscere: vel parua p[re]ceptoris dilucidatione haud erit difficile. Humiliabit calumniatorem.",21913,Book,"Early English Books, 1475-1640 (STC)","Whittington, Robert, d. ca. 1560.",In [a]edibus VVinandi de VVorde,England,Latin,STC (2nd ed.) / 25454,Bodleian Library,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
99856427,https://search.proquest.com/eebo/docview/2240937577,1527,[Hore beatissime virginis Marie],21976,Book,"Early English Books, 1475-1640 (STC)",Anon.|Catholic Church.,In edibus Francisci Regnault almevniuersitatis Parrhisie[n]sis librarij iurati,France,Latin,STC (2nd ed.) / 15949,British Library,Y,N,Religious,10/1/19
99856548,https://search.proquest.com/eebo/docview/2240877797,1527,The statutes prohemium Iohannis Rastell,22118,Book,"Early English Books, 1475-1640 (STC)","Anon.|Rastell, John, d. 1536.|England.",[Enprynted in the chepesyde at the sygne of the mere mayde next to poulys gate the. xxii. day of Dece[m]ber in the. xix yere of the reyngne of oure souerayne lorde kinge Henry the. viii. Per me Iohannem Rastell,England,English,"Beale, J.H.  Engl. law, 44|STC (2nd ed.) / 9518",British Library,Y,Y,Political tracts|History and chronicles,10/1/19
99856732,https://search.proquest.com/eebo/docview/2240888044,1527,"This prymer of Salysbury vse is set out a lo[n]g wout ony serchyng, with many prayers, and goodly pyctures in the Kale[n]der, in the matyns of our lady, in the houres of the crosse, in the .vii. psalmes, and in the dyryge. And be newly enprynted at Paris. 1527.",22355,Book,"Early English Books, 1475-1640 (STC)",Anon.|Catholic Church.,[impresse: in edibus Francisci regnault: vici diui Iacobi ad signum Elephantis commorantis iuxta templu[m] Maturinorum],France,Latin,STC (2nd ed.) / 15955,Bodleian Library,Y,N,Religious,10/1/19
99856734,https://search.proquest.com/eebo/docview/2240891757,1527,"This prymer of Salysbury vse is set out a long with out ony serchyng, with many prayers, [and] goodly pyctures in the kalender, in the matyns of our lady, in the houres of the crosse, in the vii. psalmes, and in the dyryge. And be newly enprynted at Parys. M.ccccc. xxxi.",22357,Book,"Early English Books, 1475-1640 (STC)",Anon.|Catholic Church.,"[per Franciscum Regnault commorantem in vico sancti Iacobi, iuxta te[m]plum matutinorum ad signum Elephantis]",France,Latin,STC (2nd ed.) / 15970,Bodleian Library,Y,N,Religious,10/1/19
99856795,https://search.proquest.com/eebo/docview/2240904423,1527,"Missale ad vsum insignis ac preclare ecclesie Sarum vna cu[m] dicte ecclesie institutis, co[n]suetudinibusq[ue] nuper elimatissime impressum. Adiectis plurib[us] que i[n] ceteris desiderantur. Tabula etiam perpulchra scdm numeru[m] foliorum singulas dincas [et] festa scdm me[n]ses distincta demonstrans. Non sine ingenti, atq[ue] peruigili cura: cu[m] appropraiatis vvilibet hystoriis, quotationib[us], literisque alphabeticis vnu[m] queq[ue] locum sacre pagine scdm materiam subiectam in promptu indicantibus: consummatum in alma Parisiorum academia.",22423,Book,"Early English Books, 1475-1640 (STC)",Anon.|Catholic Church.,per Fra[n]ciscu regnault alme vniuersitatis parisien,France,Latin,STC (2nd ed.) / 16208,British Library,Y,N,,10/1/19
99856903,https://search.proquest.com/eebo/docview/2240904408,1527,"Literaru[m], quibus inuictissim[us] princeps, Henricus octauus, rex Angliæ et Franciæ, dominus Hyberniæ, ac fidei defensor respondit, ad quandam epistola[m] Martini Lutheri, ad se missam & ipsius Lutheranæ quo[que] epistolæ exemplum.",178409,Book,"Early English Books, 1475-1640 (STC)","Henry VIII, King of England, 1491-1547.|Luther, Martin, 1483-1546.",[ex officina literaria honesti ciuis Petri Quentell],Germany,Latin,STC (2nd ed.) / 13085,Bodleian Library,Y,N,Religious,10/1/19
99857214,https://search.proquest.com/eebo/docview/2240887713,1527,Expositiones terminoru[m] legu[m] angloru[m]. Et natura breuium cum diuersis casibus regulis [et] fundamentis legu[m] tam de libris Magistri Litteltoni qua[m] de alijs legum libris collectis et breuiter compilatis pro iuuinibus valde necessarijs.,22904,Book,"Early English Books, 1475-1640 (STC)","Rastell, John, d. 1536.|Rastell, William, 1508?-1565.",Impressum [by John Rastell],England,Romance (Other),STC (2nd ed.) / 20703,The Huntington Library,Y,N,"Jurisprudence|Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
99891428,https://search.proquest.com/eebo/docview/2240906812,1527,"De heteroclitis nominibus Grammaticae VVhitintonianae liber tertius de nominum heteroclisi. Rober. VV. tetrastichon ad lectorem. Protheos vt possis varios dinoscere vultus. Tyresiae sexus ambiguo[s]q[ue] senis salmacidos ne vndis coeant heteroclita mixta. Hoc vvhitintonii voluito lector opus. Eiusde[m] distichon in zoilum. Cornua rhinoceros, dente[m] ni zoile ponas. Sanguino le[n]ta feret tela hecatebeletes.",203551,Book,Tract Supplement,"Whittington, Robert, d. ca. 1560.",Per me Petrum Treueris,England,Latin,Early English books tract supplement interim guide / Harl.5974[24]|STC (2nd ed.) / 25471.5,British Library,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
99892176,https://search.proquest.com/eebo/docview/2240912269,1527,[Colophon of Polycronycon],202481,Book,Tract Supplement,"Higden, Ranulf, d. 1364.|Treveris, Peter, fl. 1522-1532.",by my Peter Treueris at ye expences of Iohn̄ Reynes boke seller at the sygne of saynt George in Poules chyrchyarde,England,English,Early English books tract supplement interim guide / Harl. 5921[6]|Pforzheimer / 490|STC (2nd ed.) / 13440,British Library,Y,N,"Travel, topography, maps and navigational manuals|Book industry, catalogues and inventories",10/1/19
99892715,https://search.proquest.com/eebo/docview/2264200331,1527,Explicit carta feodi ...,199940,Book,Tract Supplement,Anon.,in suburbio que vulgo dicitur Tempulibar pre egregium bybliopolem Robertu[m] Redma[n] in parochia sancti Clementis subintersignio diui Georgii,England,Latin,Early English books tract supplement interim guide / Harl. 5919[134]|Early English books tract supplement interim guide / Harl.5963[85]|STC (2nd ed.) / 15581.5,British Library,Y,N,Jurisprudence,10/1/19
99898382,https://search.proquest.com/eebo/docview/2240858802,1527,Accidentia ex stambrigiana editione,133443,Book,"Early English Books, 1475-1640 (STC)","Stanbridge, John, 1463-1510.","at the syne of the mearemayde next to pollys gate [by J. Rastell and Southwark, P. Treveris",England,English,STC (2nd ed.) / 23148.8,Bodleian Library,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
99898590,https://search.proquest.com/eebo/docview/2240899193,1527,Hore beatissime virginis Marie ad legitimūs Sariburiesis ecclesie ritum cum quindecim orationub[us] beate brigitte ac multis alijs orationib[us] pulcherrimis et indulgentiis cum tabula aptissima iam vltimo adiectis. 1527.,173278,Book,"Early English Books, 1475-1640 (STC)",Anon.|Catholic Church.,a Frācisco Regnault in vico sācte Jacobi sub signo Clephātis,France,Latin,STC (2nd ed.) / 15950,British Library,Y,N,Religious,10/1/19
99899102,https://search.proquest.com/eebo/docview/2240892047,1527,"The iudycyall of vryns consyderynge that it is expedyent for euery man to know the operation and qualites of his body, and to know in what state and condicyon his body standeth in, whiche can not be knowen so well as by the vryne in consyderation wherof this worke is collected and gadered out of ye sente[n]cyals sayngis of al auctours of phisike, to the entent that euery man myght brefly come to the knolage of ye p[re]misses, whiche sayd worke is diuided into. iii. seuerall bokes, where of the fyrst boke declareth pryncypaly howe vryn is gendered in mans body, [and] of his qualites with all ye hole workyng of nature in ma[n]nes body. The second boke treateth of colours in vryn, [and] what they signifye. The thyrde boke treateth of co[n]tens in vryn [and] what they signifye, [and] suche sekenesses as they signifye is there declared, [and] also ther causes [and] qualities wt many thynges moo, touchyng the seyens of phisike, as brefly doth apere in a tabull, in the latter ende of this boke.",150653,Book,"Early English Books, 1475-1640 (STC)",Anon.,printed by Peter Treveris,England,English,STC (2nd ed.) / 14836.3,The Huntington Library,Y,N,Medical texts,10/1/19
99900473,https://search.proquest.com/eebo/docview/2240892207,1527,"Hore Beatissime virginis Marie ad legitimum Sarisburie[n]sis Ecclesie ritum cum quindecim orationibus beate Brigitte, ac multis alijs orationib[us] pulcherrimis, et indulgentiis, cum tabula aptissima iam vltimo adiectis. 1527.",173279,Book,"Early English Books, 1475-1640 (STC)",Anon.|Catholic Church.,A Fra[n]cisco Regnault in vico ... sub signo ...,France,Latin,STC (2nd ed.) / 15952,Lambeth Palace Library,Y,N,Religious,10/1/19
99900601,https://search.proquest.com/eebo/docview/2264170103,1527,Roberti VVhitintoni Lichfeldiensis lucubrationes  ...,,Book,"Early English Books, 1475-1640 (STC)","Whittington, Robert, d. ca. 1560.",in [æ]dibus VVina[n]di de VVorde,England,Latin,STC / 25536.5,Folger Shakespeare Library,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
226319629,https://search.proquest.com/eebo/docview/2240872683,1527,[A cut of St. George and the Dragon],199912,Book,Tract Supplement,"Redman, Robert, d. 1540.",R. Redman,England,English,Early English books tract supplement interim guide / Harl.5919[110]|McKerrow / 64,British Library,Y,N,"Book industry, catalogues and inventories",10/1/19
259710248,https://search.proquest.com/eebo/docview/2248531177,1527,[Uulgaria stanbrigi],210174,Book,"Early English Books, 1475-1640 (STC)","Stanbridge, John, 1463-1510.",by me Wynkyn de Worde at the sygne of the sonne.,England,English,STC (2nd ed.) / 23197,British Library,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
316339875,https://search.proquest.com/eebo/docview/2248545432,1527,"Hore beatissime virginis Marie ad legitimu[m] Sarisburie[n]sis Ecclesie ritum cum quindecim orationib[us] beate Brigitte, ac multis alijs orationib[us] pulcherrimis, et indulgentiis, cum tabula aptissima iam vltimo adiectis.",210230,Book,"Early English Books, 1475-1640 (STC)","Anon.|Bridget, of Sweden, Saint, ca. 1303-1373.|Regnault, François, d. ca. 1540|Catholic Church.","a Fra[n]cisco Regnault In vico sa[n]cti Iacobi, sub signo Elepha[n]tis.",France,Latin,STC (2nd ed.) / 15951,Library of Congress,Y,N,"Religious|Art and architecture|Book industry, catalogues and inventories",10/1/19
603868949,https://search.proquest.com/eebo/docview/2248546787,1527,"Sytnaxis. Roberti VVhitintoni Lichfeldiensis in florentissima Oxoniensi achademia laureati opusculu[m], de Syntaxi, siue constructione recensitu[m]. xxij. supra sesquimillesimum n[ost]rae salutis anno. Idi. Erebrua. / Ro. VV. L. in suum zoilu[m] heastichon [sic]. Q[uo]d sum pollicit[us] co[n]sulto, q[uo]d Lyce gru[n?]nis. Denuo ad incude[m] si reuocetur opus. Hoc fecit Cicero, vates hoc bilbilianus. Hoc Augustinus diuus, hic, atq[ue] alij. Qñ viri illustres fecere hoc ad sibi laudem. Qua fronte id vitio das syncopha[n]ta mihi? Idem in eundem distichon. Qua[m] leta segete hic renouat[us] noster agell[us] pululat, vt videas ruperis ipse Lyce. Humiliabit calumniatorem..",210756,Book,"Early English Books, 1475-1640 (STC)","Whittington, Robert, d. ca. 1560.",in aedibus VVinandi VVordensis/,England,Latin,STC (2nd ed.) / 25554,British Library,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
811765196,https://search.proquest.com/eebo/docview/2248498303,1527,Roberti VVhitintoni alma in vniuersitate Oxoniensi Laureati de octo partibus orationis opusculum: iterum recognitum. Authoris distichon. Grammatice fautrix reliquas dat adire sorores Pegasidum pulses hac sine sero fores. Facundissimi Remacli florenatis hexastichon Grammaticen quisquis magnam aspernaris auenam nec cupis e tanto grammine principium. Lege itidem parili reliquas post pone sorores quas tibi mnemosynes sancta propago dedit. Prima trahit partus primordia diua loquendi ad sociasq[ue] huius ianua prima patet.,212879,Book,"Early English Books, 1475-1640 (STC)","Whittington, Robert, d. ca. 1560.|Pynson, Richard, d. 1530",in aedibus Richardi Pynson[i],England,Latin,"ESTC, / S95827|STC (2nd ed.), / 25505.5",British Library,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages|Book industry, catalogues and inventories",10/1/19
879380383,https://search.proquest.com/eebo/docview/2240864425,1527,Vocabula m[a]g[ist]ri Sta[n]brigi sua saltem editione edita.,213535,Book,"Early English Books, 1475-1640 (STC)","Stanbridge, John, 1463-1510.|Treveris, Peter, active 1522-1532",In the Southwarke by me Peter Treueris.,England,Latin,"ESTC / S95370|STC (2nd ed.), / 23182.5","The John Rylands Library, University of Manchester",Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages|Book industry, catalogues and inventories",10/1/19
907301056,https://search.proquest.com/eebo/docview/2240930435,1527,"Missale ad vsum insiginis [sic] ac preclare ecclesie Sa[rum]. vna cum dicte ecclesie institutis, co[n]suetudinibus[que] nuper elimatissime impressum. : Adiectis plurib[us] que in ceteris desiderantur. Tabula etia[m] perpulchra secundu[m] numeru[m] folioru[m] singulas d[omi]inicas et festa secundu[m] menses distincta demonstrans. Non sine ingenti, atq[ue] peruigili cura: cum appropriatis ubilibet hystoriis, quotationib[us], literisq[ue] alphabeticis vnu[m] que[m]q[ue] locu[m] sacre pagine s[e]c[un]d[u]m materiam subiectam in promptu indica[n]tibus: co[n]summatu[m] in alma Parisiorum academia.",214181,Book,"Early English Books, 1475-1640 (STC)","Anon.|Regnault, François, -approximately 1540|Catholic Church.",Per Fra[n]ciscu[m] Regnault ...,France,Latin,"ESTC, / S96094|STC (2nd ed.), / 16205.3",Blairs College Library,Y,N,Religious,10/1/19
938016840,https://search.proquest.com/eebo/docview/2240894040,1527,"De heteroclitis nominibus. Grammatice VVhitintonianae liber tertius de nominum heteroclisi. Rober. vv. tetrastichon ad lectorem. Protheos ut possis uarios dinoscere vultus. Tyresie sexus ambiguos[que] senis. Salomocidos ne undis coeant heteroclita mixta. Hoc vvhitintoni uoluito lector opus. Eiusdem disticon eiusdem in zoilum. Cornua Rhinoceros, dentem ni zoile ponas. Sanguinolenta feret tela hecatebeletes.",214397,Book,"Early English Books, 1475-1640 (STC)","Whittington, Robert, -approximately 1560.|Pynson, Richard, -1530",Per me Richardum Pynson (Impressorem nobilissime Regis gratiae) Commorantem in uico appellato the Flete strete.,England,Latin,"English short title catalogue, / S95810|Pollard, A.W. Short-title catalogue of books printed in England, Scotland, & Ireland and of English books printed abroad, 1475-1640 (2nd ed.), / 25471",British Library,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
953793357,https://search.proquest.com/eebo/docview/2240868312,1527,"Literarum, quibus inuictissimus princeps, Henricus Ocatuus, Rex Angliae et Franciae, D[omi]n[i]s Hyberni[ae], ac Fidei Defensor epistolam Martini Lutheri, ad se missa[m], et ipsius Lutheran[ae] quo[que] epistol[ae] exemplum",214703,Book,"Early English Books, 1475-1640 (STC)","Henry VIII, King of England, 1491-1547.|Luther, Martin, 1483-1546.|Pynson, Richard, -1530",In aedibus Pynsonianis,England,Latin,"English short title catalogue, / S92927|Pollard, A.W. Short-title catalogue of books printed in England, Scotland, & Ireland and of English books printed abroad, 1475-1640 (2nd ed.), / 13085",British Library,Y,N,Religious,10/1/19
953793419,https://search.proquest.com/eebo/docview/2248511801,1527,Expositio hymnoru[m] totius anni secundu [sic] vsum Sa[rum] diligentissime recognitoru[m] multis elucidationibus aucta,214727,Book,"Early English Books, 1475-1640 (STC)","Anon.|Worde, Wynkyn de, -1534?|Catholic Church.",[Per] Wina[n]dum de Worde in parochia Sancte Brigide in vico Anglice nu[n]cupato (the Flete Strete) ad signum Solis commorante[m],England,Latin,"English short title catalogue, / S93658|Pollard, A.W. Short-title catalogue of books printed in England, Scotland, & Ireland and of English books printed abroad, 1475-1640 (2nd ed.), / 16128.5",Yale University Library,Y,N,Religious,10/1/19
99837110_1420,https://search.proquest.com/eebo/docview/2264214900,1527,De termino Michaelis. anno. iiij. Henrici sexti,1420,Book,"Early English Books, 1475-1640 (STC)",Anon.,Impress. per Richardum Pynsonum regium impressorem,England,Romance (Other),"Beale, J.H.  Engl. law, R89|STC (2nd ed.) / 9637.5",Harvard University Library,Y,N,Jurisprudence,10/1/19
99841260_5830,https://search.proquest.com/eebo/docview/2248573225,1527,"Dicta sapientu[m]. The sayenges of the wyse me[n] of Grece in Latin with the Englysshe folowyng. Whiche are enterpretate and truely castigate, by the moost famous doctour maister Erasmus Rote. Very necessary [and] profitable for children to lerne, and good for all folkes to rede or to here redde. So they note them well.",5830,Book,"Early English Books, 1475-1640 (STC)","Anon.|Ausonius, Decimus Magnus.|Erasmus, Desiderius, d. 1536.|Publilius, Syrus, 1st cent. B.C.","In Fletestrete in the house of Thomas Berthelet nere to the Cu[n]dite, at the signe of Lucrece",England,English,STC (2nd ed.) / 10478.7,The Huntington Library,Y,N,"Adages, aphorisms, emblem books, jests, proverbs",10/1/19
99841569_6162,https://search.proquest.com/eebo/docview/2248568342,1527,"Sytaxis[sic]. Roberti VVhitintoni Lichfeldiensis in florentissima Oxoniensi achademia laureati opusculum, de Syntaxi, siue constructione recensitu~ .xxij. supra sesquimillesimum n[ost]re salutis anno. Idi. Februa. Ro. VV. L. insuu[m] zoilu[m] hexastichon. Q[uo]d sum pollicit[us] co[n]ulto, q[uo]d Lyce gru[n]nis? Denuo ad incude[m] si reuocetur opus. Hoc fecit Cicero: vates hoc bilbilianus. Hoc Augustinus diuus, hic, atq[ue] alij. Q[ui]n viri illustres fecere hoc ad sibi laudent qua fronte id vitio das sicopha[n]ta mihi? Idem in eundem distichon. Qua~ lt̆a segete hic renouat[us] noster agell[us] pupulat, vt videas ruperis ipse Lyce. Humiliabit calumniatorem..",6162,Book,"Early English Books, 1475-1640 (STC)","Whittington, Robert, d. ca. 1560.",in ædibus VVinandi VVordensis,England,Latin,STC (2nd ed.) / 25553.5,Bodleian Library,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
99841810_6420,https://search.proquest.com/eebo/docview/2248574442,1527,"A copy of the letters, wherin the most redouted [and] mighty pri[n]ce, our souerayne lorde kyng Henry the eight, kyng of Englande [and] of Frau[n]ce, defe[n]sor of the faith, and lorde of Irla[n]de: made answere vnto a certayne letter of Martyn Luther, sente vnto him by the same and also the copy of the foresaid Luthers letter, in such order, as here after foloweth.",6420,Book,"Early English Books, 1475-1640 (STC)","Henry VIII, King of England, 1491-1547.|Luther, Martin, 1483-1546.","In Flete-strete by Rycharde Pynson, printer to the kynges moost noble grace",England,English,STC (2nd ed.) / 13086,,Y,N,Religious|History and chronicles,10/1/19
99843548_8290,https://search.proquest.com/eebo/docview/2248521110,1527,Uulgaria Stanbrigi,8290,Book,"Early English Books, 1475-1640 (STC)","Stanbridge, John, 1463-1510.",In fletestrete by me Wynkyn de Worde at the sygne of the Sonne,England,Latin,STC (2nd ed.) / 23198,Bodleian Library,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
99854633_20061,https://search.proquest.com/eebo/docview/2248507671,1527,Polycronycon,20061,Book,"Early English Books, 1475-1640 (STC)","Higden, Ranulf, d. 1364.|Trevisa, John, d. 1402.|Caxton, William, ca. 1422-1491.",By my Peter Treueris at ye expences of Iohn̄ Reynes boke seller at the sygne of saynt George in Poules chyrchyarde,England,English,STC (2nd ed.) / 13440,British Library,Y,N,"Travel, topography, maps and navigational manuals|History and chronicles",10/1/19
99892715_203424,https://search.proquest.com/eebo/docview/2264199273,1527,Explicit carta feodi ...,203424,Book,Tract Supplement,Anon.,in suburbio que vulgo dicitur Tempulibar pre egregium bybliopolem Robertu[m] Redma[n] in parochia sancti Clementis subintersignio diui Georgii,England,Latin,Early English books tract supplement interim guide / Harl. 5919[134]|Early English books tract supplement interim guide / Harl.5963[85]|STC (2nd ed.) / 15581.5,British Library,Y,N,Jurisprudence,10/1/19
99900601_178665,https://search.proquest.com/eebo/docview/2248517670,1527,Roberti VVhitintoni Lichfeldiensis lucubrationes  ...,178665,Book,"Early English Books, 1475-1640 (STC)","Whittington, Robert, d. ca. 1560.",in [æ]dibus VVina[n]di de VVorde,England,Latin,STC / 25536.5,Folger Shakespeare Library,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
20052106,https://search.proquest.com/eebo/docview/2240916679,1528,[Sir Eglamour],23629,Book,"Early English Books, 1475-1640 (STC)",Anon.,By Rycharde Bankys dwellynge in the pultry at the Stockes at the lo[n?]ge shop by Saynt Myldredes churche,England,English,STC (2nd ed.) / 7542.5,Cambridge University Library,Y,N,Literature,10/1/19
22220351,https://search.proquest.com/eebo/docview/2240894407,1528,[Christmas carols],25242,Book,"Early English Books, 1475-1640 (STC)",Anon.,P.Treveris,England,English,STC (2nd ed.) / 5204.3,The Huntington Library,Y,Y,Music,10/1/19
22994081,https://search.proquest.com/eebo/docview/2240902551,1528,De termi[n]o Michaelis anno xiii E. IIII,26031,Book,"Early English Books, 1475-1640 (STC)",Anon.,Impressus per Richardum Pynson ...,Undetermined,Romance (Other),STC (2nd ed.) / 9840.3,Harvard University Library,Y,N,Jurisprudence,10/1/19
24122693,https://search.proquest.com/eebo/docview/2240947673,1528,"Declinationes nominu[m] tam Latinoru[m] q[ue?] Græcor[um]  patronymicoru[m] & barbaroru[m] ex Ioanne despauterio Niniuita, Petro pontano, Prisciano, Sipo[n]tino, Sulpitio & Asce[n]sio amussatim collecte̜ cu[m] comme[n]tariolo interliniari & dictionu[m] interpretatiu[n]culis in quibus numero se digerendis adeo seruatur mediaru[m] syllabarum productio & abbreuiatio vt studiose eas legenti & quantitatem & acce[n]tum mediarum syllabarum in nominibus salte[m] cognoscere, vel parua præceptoris dilucidatione haud erit difficile / editio Roberti VVhitintoni ...",27213,Book,"Early English Books, 1475-1640 (STC)","Whittington, Robert, d. ca. 1560.",Impressum per me Petrum Treueris,England,Latin,STC (2nd ed.) / 25455.5,University of Illinois Library,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
24496328,https://search.proquest.com/eebo/docview/2240924141,1528,[The Jest of Sir Gawaine],27733,Book,"Early English Books, 1475-1640 (STC)",Anon.,"Imprynted at London in Fletestrete at the sygne of Saynt Iohan euaugelyst [sic], by me Iohan Butler",England,English,STC (2nd ed.) / 11691a.3,Lambeth Palace Library,Y,Y,Poetry,10/1/19
34382813,https://search.proquest.com/eebo/docview/2240921762,1528,Olde teners newly corrected,29090,Book,"Early English Books, 1475-1640 (STC)",Anon.,in edib[us] Roberti Redmã,England,Romance (Other),STC (2nd ed.) / 23880.5,Harvard University Library,Y,N,Jurisprudence,10/1/19
39960688,https://search.proquest.com/eebo/docview/2240940865,1528,"[Introductions in Frensshe, for Henry ye yonge erle of Lyncoln]",150414,Book,"Early English Books, 1475-1640 (STC)","Valence, P.",W. de Worde,England,English,STC (2nd ed.) / 14125.5,Lambeth Palace Library,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
56572856,https://search.proquest.com/eebo/docview/2240940885,1528,Uniuersis sancte matris ecclesie filiis ad quos presentes littere peruenerint. Nos Iohannes bei patientia abbas monasterũ beate Marie de Stratamarcella ...,180959,Book,"Early English Books, 1475-1640 (STC)",Anon.|Catholic Church. Pope (1523-1534 : Clement VII).,R. Pynson,Undetermined,Latin,STC (2nd ed.) / 14077c.76,National Library of Wales,Y,N,Religious,10/1/19
68222190,https://search.proquest.com/eebo/docview/2248531702,1528,[Graduale ad verã et integrã preclare ecclesie Sarũ consuetudinẽ],183725,Book,"Early English Books, 1475-1640 (STC)",Anon.|Catholic Church.,In Off. N. Preuost. Venundatur Londonij apud F. Byrckman,France,Latin,STC (2nd ed.) / 15864,Bodleian Library,Y,N,Religious|Literature|Music,10/1/19
68222202,https://search.proquest.com/eebo/docview/2240938863,1528,Hore beate Marie virginis ad vsum insignis ac preclare ecclesie Sarum/ tota fiter ad longum sine require. Cum pluribus suffragiis & orationibus/.,183726,Book,"Early English Books, 1475-1640 (STC)",Anon.|Catholic Church.,per Germanum Hardouyn/ cõmorantem inter duas portas Palatii Rigis/ as inter signium diue Margarete.,France,Latin,STC (2nd ed.) / 15959,Bodleian Library,Y,N,Religious|Literature,10/1/19
99836547,https://search.proquest.com/eebo/docview/2248548941,1528,The festyuall,827,Book,"Early English Books, 1475-1640 (STC)","Mirk, John, fl. 1403?","In Fletestrete, at ye sygne of the Sonne by Wynkyn de worde",England,English,STC (2nd ed.) / 17974,British Library,Y,N,Religious,10/1/19
99837080,https://search.proquest.com/eebo/docview/2240924742,1528,De termino Hillarii anno regni Regis Edwardi tertii post conquestum vicesimo quarto,1388,Book,"Early English Books, 1475-1640 (STC)",Anon.,Imprentyd by my [sic] Robert Redman,England,Romance (Other),"Beale, J.H.  Engl. law, R17|STC (2nd ed.) / 9569",The Huntington Library,Y,N,Jurisprudence|Literature,10/1/19
99837089,https://search.proquest.com/eebo/docview/2240922843,1528,De termino Michaelis. anno. xxii. Henrici. vi,1397,Book,"Early English Books, 1475-1640 (STC)",Anon.,Impress. per Richardum Pynsonum regium impressorem,England,Romance (Other),"Beale, J.H.  Engl. law, R155|STC (2nd ed.) / 9704",The Huntington Library,Y,N,Jurisprudence|Literature,10/1/19
99837108,https://search.proquest.com/eebo/docview/2240941785,1528,"De termino Michaelis, anno regni regis Henrici sexti, octauo",1417,Book,"Early English Books, 1475-1640 (STC)",Anon.,"In edibus Tho Bertheleti, sitis prope aquagium in vico Fletestrete, sub intersignio Lucrecie",England,Romance (Other),"Beale, J.H.  Engl. law, R97|STC (2nd ed.) / 9648",The Huntington Library,Y,N,Jurisprudence|Literature,10/1/19
99837109,https://search.proquest.com/eebo/docview/2240869431,1528,"De termino Michaelis, anno regni regis Henrici sexti. septimo",1418,Book,"Early English Books, 1475-1640 (STC)",Anon.,In edibus Thome Bertheleti,England,Romance (Other),"Beale, J.H.  Engl. law, R95|STC (2nd ed.) / 9642",The Huntington Library,Y,N,Jurisprudence|Literature,10/1/19
99837251,https://search.proquest.com/eebo/docview/2240891212,1528,De termino Michaelis. anno. iii. Henrici. vi,1566,Book,"Early English Books, 1475-1640 (STC)",Anon.,"Imprinted by Richarde Pynson, printer to the kynges most noble grace",England,Romance (Other),"Beale, J.H.  Engl. law, R83|STC (2nd ed.) / 9631a",The Huntington Library,Y,N,Jurisprudence|Literature,10/1/19
99837397,https://search.proquest.com/eebo/docview/2240869415,1528,Kynge Rycharde cuer du lyon,1716,Book,"Early English Books, 1475-1640 (STC)",Anon.,In the Fletestrete at ye sygne of ye sonne by wynkyn de worde,England,English,STC (2nd ed.) / 21008,British Library,Y,N,History and chronicles,10/1/19
