token,cluster,freq,token_len
"8,a,x,2,9",1,1,5
"8,a,x,2,a,x",8,1,6
"8,a,x,8",2,1,4
"8,a,x,8,9",7,17,5
"8,a,x,8,a,Z",7,1,6
"8,a,x,8,a,m",2,3,6
"8,a,x,8,a,x",8,1,6
"8,a,x,8,a,x,o,x",3,1,8
"8,a,x,8,c,a,Q",9,1,7
"8,a,x,9",8,24,4
"8,a,x,9,8,a,x",9,1,7
"8,a,x,9,Z,8",4,1,6
"8,a,x,9,cc,?",8,1,6
"8,a,x,M,c,8,9",4,1,7
"8,a,x,M,c,o,c^c,9",8,1,8
"8,a,x,N,9",4,2,5
"8,a,x,N,a,Z",8,3,6
"8,a,x,N,a,n",6,1,6
"8,a,x,N,a,x",1,1,6
"8,a,x,N,c,8,9",1,2,7
"8,a,x,N,c,c,c,9",6,1,8
"8,a,x,P1,cc,9",7,1,6
"8,a,x,Q",3,2,4
"8,a,x,Z",7,1,4
"8,a,x,a,Q",7,5,5
"8,a,x,a,Z",7,5,5
"8,a,x,a,Z,9",0,1,6
"8,a,x,a,m",4,2,5
"8,a,x,a,n",1,1,5
"8,a,x,a,x",7,4,5
"8,a,x,a,x,8,a,Q",3,1,8
"8,a,x,c^c,8",1,1,5
"8,a,x,c^c,8,9",4,4,6
"8,a,x,c^c,9",4,1,5
"8,a,x,c^c,a,x",4,1,6
"8,a,x,c^c,c,8",4,1,6
"8,a,x,c^c,c,8,9",4,2,7
"8,a,x,cc,8,9",7,5,6
"8,a,x,cc,9",3,4,5
"8,a,x,cc,c,8",4,1,6
"8,a,x,cc,c,8,9",1,5,7
"8,a,x,cc,c,9",6,2,6
"8,a,x,cc,c,N,c,9",4,1,8
"8,a,x,cc,c,c,c,N,9",1,1,9
"8,a,x,cc,o,Z",8,1,6
"8,a,x,cc,x",4,1,5
"8,a,x,cc?,8?",7,1,5
"8,a,x,o",5,4,4
"8,a,x,o,8,9",9,1,6
"8,a,x,o,N,9",1,1,6
"8,a,x,o,Q",4,2,5
"8,a,x,o,Z",5,7,5
"8,a,x,o,Z,9",3,1,6
"8,a,x,o,Z,a,n",1,1,7
"8,a,x,o,Z,cc,c,8,9",0,1,9
"8,a,x,o,c,M,o,c,9",7,1,9
"8,a,x,o,x",1,6,5
"8,a,x,o,x,2",7,1,6
"8,a,x?",8,1,3
"8,a?,m",1,2,3
"8,a?,o,Z",2,1,4
"8,c,2,c,9",2,1,5
"8,c,8,9",4,2,4
"8,c,9",5,1,3
"8,c,?,9",0,1,4
"8,c,M,c,9",5,1,5
"8,c,M,c,o,8,9",2,1,7
"8,c,N,9",3,1,4
"8,c,N,c,9",8,1,5
"8,c,a,Z",5,1,4
"8,c,a,m",5,1,4
"8,c,c,8,9",1,4,5
"8,c,c,8,a,Z",1,1,6
"8,c,c,9",8,6,4
"8,c,c,M,c,8,9",9,1,7
"8,c,c,a,Q,cc,o,x",2,1,8
"8,c,c,a,n,Z",5,1,6
"8,c,c,a,x",0,1,5
"8,c,c,c,2",3,1,5
"8,c,c,c,8,9",0,3,6
"8,c,c,c,c,2,c",3,1,7
"8,c,c,c,o,8",3,1,6
"8,c,c,o",0,2,4
"8,c,c,o,2",8,1,5
"8,c,c,o,Z",2,1,5
"8,c,c,o,x",0,1,5
"8,c,c^?",2,1,3
"8,c,c^c,8,9",4,1,5
"8,c,c^c,c,8,9",0,1,6
"8,c,o,8,9",8,1,5
"8,c,o,x",3,1,4
"8,c?c,c,o",5,1,4
"8,c^c,8,9",7,2,4
"8,c^c,9",5,7,3
"8,c^c,a,Z",3,1,4
"8,c^c,a,x",5,1,4
"8,c^c,a,x,9",3,1,5
"8,c^c,c",3,3,3
"8,c^c,c,2",0,1,4
"8,c^c,c,8,9",1,34,5
"8,c^c,c,8,a,x",1,1,6
"8,c^c,c,9",2,12,4
"8,c^c,c,9,N,a,n",7,1,7
"8,c^c,c,a,x",4,1,5
"8,c^c,c,c,2",6,2,5
"8,c^c,c,c,8,9",6,4,6
"8,c^c,c,c,8,a,x",4,1,7
"8,c^c,c,c,9",4,9,5
"8,c^c,c,c,N,c,9",4,1,7
"8,c^c,c,c,o",0,1,5
"8,c^c,c,c,o,2",2,1,6
"8,c^c,c,c,o,M,c,c,9",0,1,9
"8,c^c,c,o",6,3,4
"8,c^c,c,o,2",5,1,5
"8,c^c,c,o,8,9",9,1,6
"8,c^c,c,o,9",7,1,5
"8,c^c,c,o,Q",2,1,5
"8,c^c,c,o,Z",6,3,5
"8,c^c,c,o,x",0,8,5
"8,c^c,cc,c,a,x",2,1,6
"8,c^c,o",5,9,3
"8,c^c,o,8,9",2,2,5
"8,c^c,o,8,a,Z",3,1,6
"8,c^c,o,8,a,x",3,1,6
"8,c^c,o,9",3,1,4
"8,c^c,o,Z",3,13,4
"8,c^c,o,x",9,4,4
"8,c^c,o,x,8,9",5,1,6
"8,c^c,o,x,9",5,1,5
"8,c^c,o,x,9,8",4,1,6
"8,cc,2,9",3,1,4
"8,cc,8",9,1,3
"8,cc,8,9",1,9,4
"8,cc,8,a,Z",1,2,5
"8,cc,8,a,x",9,1,5
"8,cc,8,a,x,8,9",1,1,7
"8,cc,8,o,2",7,1,5
"8,cc,9",3,25,3
"8,cc,9,8",5,1,4
"8,cc,9,8,9",3,1,5
"8,cc,9,M,c^c,9",3,1,6
"8,cc,9,M,cc,9",5,1,6
"8,cc,9,N,c,9",7,1,6
"8,cc,?,c,8",1,1,5
"8,cc,?,c,8,a,m",6,1,7
"8,cc,Q",3,1,3
"8,cc,Z,cc,9",9,1,5
"8,cc,a,Q",2,2,4
"8,cc,a,Z",3,2,4
"8,cc,a,Z,9,N,o,Z",3,1,8
"8,cc,a,i,Z,a,Q",6,1,7
"8,cc,a,m",5,4,4
"8,cc,a,n",5,1,4
"8,cc,a,x",3,2,4
"8,cc,c,8",8,1,4
"8,cc,c,8,9",1,23,5
"8,cc,c,8,a,Z",6,1,6
"8,cc,c,8,a,n",5,1,6
"8,cc,c,8,a,x,9",9,1,7
"8,cc,c,8,c^c,c,9",0,1,7
"8,cc,c,9",3,16,4
"8,cc,c,9,M,a,n",7,1,7
"8,cc,c,M,c,9",5,1,6
"8,cc,c,N,c,9",3,3,6
"8,cc,c,N,c,c,8,9",1,2,8
"8,cc,c,P1,o,c,9",1,1,7
"8,cc,c,P2,a,n",9,1,6
"8,cc,c,a,n",2,1,5
"8,cc,c,c,2",9,1,5
"8,cc,c,c,8,9",0,3,6
"8,cc,c,c,9",0,10,5
"8,cc,c,c,N,9",0,1,6
"8,cc,c,c,N,c,c,9",6,1,8
"8,cc,c,c,c,9",2,1,6
"8,cc,c,c,c,M,c,c,9",9,1,9
"8,cc,c,c,c,N,c,o,2",9,1,9
"8,cc,c,c,o,2",0,1,6
"8,cc,c,c,o,8,9",0,1,7
"8,cc,c,c,o,9",7,1,6
"8,cc,c,c,o,N,c,o,8,9",7,1,10
"8,cc,c,c,o,x",0,2,6
"8,cc,c,o",2,7,4
"8,cc,c,o,2",2,3,5
"8,cc,c,o,8",8,1,5
"8,cc,c,o,8,9",3,2,6
"8,cc,c,o,8,a,m",8,1,7
"8,cc,c,o,8,x",9,1,6
"8,cc,c,o,M,9",0,1,6
"8,cc,c,o,M,c,o,2",5,1,8
"8,cc,c,o,N,9",9,1,6
"8,cc,c,o,N,c,8,9",7,1,8
"8,cc,c,o,Z",2,3,5
"8,cc,c,o,a,m",8,1,6
"8,cc,c,o,x",4,8,5
"8,cc,cc,9",3,2,4
"8,cc,o",5,6,3
"8,cc,o,2",8,2,4
"8,cc,o,8",3,1,4
"8,cc,o,8,9",7,1,5
"8,cc,o,8,a,m",3,2,6
"8,cc,o,8,c,c,2",7,1,7
"8,cc,o,M,9",5,1,5
"8,cc,o,N,cc,9",3,3,6
"8,cc,o,N,o,x",4,1,6
"8,cc,o,Q",2,2,4
"8,cc,o,Z",5,22,4
"8,cc,o,Z,cc,a,m",2,1,7
"8,cc,o,Z,o,x",5,1,6
"8,cc,o,x",5,21,4
"8,cc,o,x,8",5,1,5
"8,cc,o,x,8,9",5,1,6
"8,cc,o,x,9",3,1,5
"8,m+",6,1,2
"8,n,Z",7,1,3
"8,o",3,12,2
"8,o,2?",7,1,3
"8,o,8",3,1,3
"8,o,8,9",8,6,4
"8,o,8,9,8",9,1,5
"8,o,8,a,Z",5,1,5
"8,o,8,a,m",9,1,5
"8,o,8,cc,9",5,1,5
"8,o,8,x",7,1,4
"8,o,?",5,1,3
"8,o,?,m",5,1,4
"8,o,M,9",3,1,4
"8,o,M,c,8,9",1,1,6
"8,o,M,c,c,9",0,1,6
"8,o,N,9",3,1,4
"8,o,N,a,x",8,2,5
"8,o,N,c,8,9",1,1,6
"8,o,N,o,Z",1,1,5
"8,o,Q",5,5,3
"8,o,Z",5,58,3
"8,o,Z,9",2,5,4
"8,o,Z,N,cc,c,N,9",8,1,8
"8,o,Z,Q",5,1,4
"8,o,Z,a,Z",5,1,5
"8,o,Z,a,m",4,1,5
"8,o,Z,a,n",5,1,5
"8,o,Z,a,x",1,1,5
"8,o,Z,c^c,c,c,P1,9",9,1,8
"8,o,Z,cc,8,9",7,1,6
"8,o,Z,cc,c,a,Z",2,1,7
"8,o,Z,cc,o,Z,9",3,1,7
"8,o,Z,o,8,9",5,1,6
"8,o,Z,o,Z",9,1,5
"8,o,Z,o,m",2,1,5
"8,o,Z,x",5,1,4
"8,o,a,m",2,2,4
"8,o,a,x",3,1,4
"8,o,c,M,c,o",9,1,6
"8,o,c,N,c,9",2,2,6
"8,o,c,P1,c^c,c,9",9,1,7
"8,o,c,c",7,1,4
"8,o,c,c,9",2,1,5
"8,o,c,o,c,a,2",8,1,7
"8,o,cc,c,c,2,Q",5,1,7
"8,o,cc,o,8",5,1,5
"8,o,i,Z,o,2",9,1,6
"8,o,m",2,17,3
"8,o,m+",5,1,3
"8,o,n,2",1,1,4
"8,o,n,Z",3,4,4
"8,o,x",2,100,3
"8,o,x,2",7,1,4
"8,o,x,2,a,n",3,1,6
"8,o,x,8",5,2,4
"8,o,x,8,2",5,1,5
"8,o,x,8,9",3,3,5
"8,o,x,8,a,Q",7,1,6
"8,o,x,8,a,m",3,2,6
"8,o,x,8,o,Q",3,1,6
"8,o,x,9",9,3,4
"8,o,x,9,M,9,8,9",5,1,8
"8,o,x,?,a,Q",2,1,6
"8,o,x,M,c^c,8,9",1,1,7
"8,o,x,N,9",7,2,5
"8,o,x,N,a,n",7,1,6
"8,o,x,N,c,8,9",4,2,7
"8,o,x,N,c,c,8,9",8,1,8
"8,o,x,N,cc,9",7,1,6
"8,o,x,P1,cc,c,8,9",1,1,8
"8,o,x,P2,9",3,1,5
"8,o,x,a,Z",5,1,5
"8,o,x,a,Z,9",9,1,6
"8,o,x,a,Z,c^c,9",8,1,7
"8,o,x,c,a,8,a,m",2,1,8
"8,o,x,c,c,c,9",2,1,7
"8,o,x,c^c,9",2,1,5
"8,o,x,c^c,c,8,9",4,3,7
"8,o,x,c^c,c,c,9",6,1,7
"8,o,x,c^c,c,o,x",4,1,7
"8,o,x,cc,2,9,c,N,c,c,o,x",5,1,12
"8,o,x,cc,8,2",6,1,6
"8,o,x,cc,c,8,9",7,1,7
"8,o,x,cc,c,9",3,2,6
"8,o,x,cc,c,c,8,9",4,1,8
"8,o,x,o",2,1,4
"8,o,x,o,2",1,1,5
"8,o,x,o,8,9",5,1,6
"8,o,x,o,8,a,x",6,1,7
"8,o,x,o,Z",4,1,5
"8,o,x,o,x",9,1,5
"8,o?,m",3,1,3
"8,o?,m+,8,9",1,1,5
"8,x",6,14,2
"8,x,2",5,1,3
"8,x,2,c^c,o",2,1,5
"8,x,8",2,1,3
"8,x,9",3,2,3
"8,x,N,a,x",4,1,5
"8,x,Z",6,1,3
"8,x,a,Z",4,1,4
"8,x,a,m,9",4,1,5
"8,x,c^c,c,8,9",4,2,6
"8,x,cc,8",3,1,4
"8,x,cc,9",9,1,4
"8,x,o,2",2,1,4
"8,x,o,8",5,1,4
"8,x,x,2,a,i,Z",8,1,7
"8,â,m",2,1,3
8?,5,1,1
"8?,9",9,2,2
"8?,P2,o,Z,a,m",0,1,6
9,7,114,1
"9,2",6,1,2
"9,2,a,Z,o,2,o,8",9,1,8
"9,2,a,i,Z",7,1,5
"9,2,a,m",9,3,4
"9,2,c^c,c,o,x",8,1,6
"9,2,o,i,2",0,1,5
"9,4,o,N,a,n",4,1,6
"9,4,o,N,a,x,9",7,1,7
"9,4,o,P2,cc,9",1,1,6
"9,8",3,1,2
"9,8,9",2,8,3
"9,8,a,8,9",3,1,5
"9,8,a,Q",7,1,4
"9,8,a,Z",2,3,4
"9,8,a,Z,a,?,c^c,9",5,1,8
"9,8,a,Z,c^c,c,9",1,1,7
"9,8,a,i,Z",0,1,5
"9,8,a,i,Z,o,x",7,1,7
"9,8,a,m",5,14,4
"9,8,a,n",3,6,4
"9,8,a,x",5,2,4
"9,8,a,x,2",5,1,5
"9,8,c,9",5,1,4
"9,8,c,P2,o,8,9",9,1,7
"9,8,c,c,2",1,1,5
"9,8,c,c,a,x",8,1,6
"9,8,c^c",5,1,3
"9,8,cc,o,8,9",8,1,6
"9,8,o,Z",3,1,4
"9,8,x",3,1,3
"9,8?,c,a,n",6,1,5
"9,9,N,a,m",7,1,5
"9,?,a,n,Z",7,1,5
"9,?,o,x,c,c,c,9",9,1,8
"9,M,8,Q",3,1,4
"9,M,8,a,Z",7,1,5
"9,M,9",3,22,3
"9,M,?,?",1,1,4
"9,M,?,cc,c,8",8,1,6
"9,M,?,o,x,cc,c,8,9",1,1,9
"9,M,a,Q",7,11,4
"9,M,a,Z",7,25,4
"9,M,a,Z,a,Q",9,1,6
"9,M,a,Z,a,Z",2,1,6
"9,M,a,Z,a,x",6,1,6
"9,M,a,Z,o,8,9",1,1,7
"9,M,a,c^c,9",8,1,5
"9,M,a,i,P2,o,Q",4,1,7
"9,M,a,i,Q",8,1,5
"9,M,a,i,Z",7,4,5
"9,M,a,m",7,34,4
"9,M,a,m,?",7,1,5
"9,M,a,n",8,10,4
"9,M,a,n,o",8,1,5
"9,M,a,x",7,14,4
"9,M,a,x,9",7,3,5
"9,M,a,x,a,?",7,1,6
"9,M,a,x,a,m",7,1,6
"9,M,a,x,o,8,9",9,1,7
"9,M,c,8,9",1,26,5
"9,M,c,8,a,Z",9,1,6
"9,M,c,8,c^c,c,8,9",9,1,8
"9,M,c,9",8,9,4
"9,M,c,9,N,c,o,Z",2,1,8
"9,M,c,a,Z",9,1,5
"9,M,c,a,n",3,1,5
"9,M,c,a,x",8,1,5
"9,M,c,c,2",4,1,5
"9,M,c,c,8,9",4,25,6
"9,M,c,c,8,a,Z",4,1,7
"9,M,c,c,9",8,21,5
"9,M,c,c,c,8",9,1,6
"9,M,c,c,c,9",8,3,6
"9,M,c,c,c,c,a,Z",3,1,8
"9,M,c,c,c,o,8,9",0,1,8
"9,M,c,c,c,o,Z",4,1,7
"9,M,c,c,cc,9,P2,cc,9",9,1,9
"9,M,c,c,o",7,1,5
"9,M,c,c,o,2",2,1,6
"9,M,c,c,o,8",8,1,6
"9,M,c,c,o,8,9",0,5,7
"9,M,c,c,o,8,a,x",5,1,8
"9,M,c,c,o,Z",9,1,6
"9,M,c,c,o,x",9,1,6
"9,M,c,c,o,x,8,9",8,1,8
"9,M,c,c^c,o",6,1,5
"9,M,c,cc,9",6,1,5
"9,M,c,o",9,1,4
"9,M,c,o,2",5,1,5
"9,M,c,o,8,9",8,8,6
"9,M,c,o,8,a,Q",9,1,7
"9,M,c,o,8,a,m",6,1,7
"9,M,c,o,8,a,n",0,1,7
"9,M,c,o,N,a,Z",8,1,7
"9,M,c,o,Z",8,3,5
"9,M,c,o,cc,9",5,1,6
"9,M,c,o,x",2,6,5
"9,M,c,o,x,8",8,1,6
"9,M,c,o,x,8,9?",9,1,7
"9,M,c^c,9",3,3,4
"9,M,c^c,c,8,9",1,2,6
"9,M,c^c,c,o,8",6,1,6
"9,M,c^c,o",3,2,4
"9,M,cc",3,1,3
"9,M,cc,8,9",8,9,5
"9,M,cc,8,a,Q",3,1,6
"9,M,cc,9",3,15,4
"9,M,cc,9,N,cc,9",5,1,7
"9,M,cc,a,Z",3,2,5
"9,M,cc,a,Z,Q",5,1,6
"9,M,cc,a,m",5,1,5
"9,M,cc,a,x,9",7,1,6
"9,M,cc,c,8",9,1,5
"9,M,cc,c,8,9",1,9,6
"9,M,cc,c,8,a,x",7,1,7
"9,M,cc,c,9",5,8,5
"9,M,cc,c,c,9",8,1,6
"9,M,cc,c,c,N,9",1,1,7
"9,M,cc,c,o,4,o",2,1,7
"9,M,cc,c,o,Z",3,1,6
"9,M,cc,cc,9",9,1,5
"9,M,cc,o",7,1,4
"9,M,cc,o,2",8,1,5
"9,M,cc,o,8,9",3,4,6
"9,M,cc,o,8,a,m",9,1,7
"9,M,cc,o,9",3,2,5
"9,M,cc,o,N,9",3,1,6
"9,M,cc,o,Q",3,1,5
"9,M,cc,o,Z",3,11,5
"9,M,cc,o,Z,8",5,1,6
"9,M,cc,o,c,M,c,o,x",5,1,9
"9,M,cc,o,x",5,6,5
"9,M,o",3,2,3
"9,M,o,8",8,1,4
"9,M,o,8,9",8,7,5
"9,M,o,8,a",3,1,5
"9,M,o,8,a,m",9,3,6
"9,M,o,8,a,x,9",3,1,7
"9,M,o,9",3,1,4
"9,M,o,Z",3,10,4
"9,M,o,Z,9,8",3,1,6
"9,M,o,Z,N,o,x",5,1,7
"9,M,o,Z,o,Z,9",3,1,7
"9,M,o,m",3,3,4
"9,M,o,m+",5,1,4
"9,M,o,x",3,11,4
"9,M,o,x,8,9",3,6,6
"9,M,o,x,N,a,x",7,1,7
"9,N",6,5,2
"9,N,8,9",7,1,4
"9,N,8,a,i,Z",1,1,6
"9,N,9",3,9,3
"9,N,9,8",5,1,4
"9,N,9,N,a",3,1,5
"9,N,9,N,a,m",7,2,6
"9,N,9,cc,9",3,1,5
"9,N,?",5,1,3
"9,N,?,c,o,x",2,1,6
"9,N,a,?,a,Q",6,1,6
"9,N,a,N,9",7,1,5
"9,N,a,Q",8,5,4
"9,N,a,Z",7,34,4
"9,N,a,Z,9,8",3,1,6
"9,N,a,Z,a,n",6,1,6
"9,N,a,Z,o",7,1,5
"9,N,a,i",7,1,4
"9,N,a,i,2",7,1,5
"9,N,a,i,Z",7,6,5
"9,N,a,i,Z,o,x,N,9",7,1,9
"9,N,a,i,x",4,1,5
"9,N,a,m",7,42,4
"9,N,a,m+",5,1,4
"9,N,a,n",7,10,4
"9,N,a,n,Z",9,1,5
"9,N,a,n,x,Q",9,1,6
"9,N,a,x",7,16,4
"9,N,a,x,8",3,1,5
"9,N,a,x,9",7,4,5
"9,N,a,x,N,a,n",7,1,7
"9,N,a,x,a,i,Z",6,1,7
"9,N,a,x,a,m",7,1,6
"9,N,a,x,o?",8,1,5
"9,N,c,8,9",1,22,5
"9,N,c,8,a,?,P2,c,9",1,1,9
"9,N,c,8,a,Z",1,1,6
"9,N,c,8,a,m",1,1,6
"9,N,c,8,c,N,c,8",1,1,8
"9,N,c,8,o,Z",8,1,6
"9,N,c,9",7,6,4
"9,N,c,?",2,1,4
"9,N,c,?,2,cc,c,Q",1,1,8
"9,N,c,?,o,8,9",8,1,7
"9,N,c,a,n",7,1,5
"9,N,c,a,x",0,1,5
"9,N,c,c,2",6,1,5
"9,N,c,c,2,o,x,N,c,9",4,1,10
"9,N,c,c,8,9",0,27,6
"9,N,c,c,8,a,Z",1,1,7
"9,N,c,c,8,a,m",4,1,7
"9,N,c,c,8,a,n",0,1,7
"9,N,c,c,8,a,n?",6,1,7
"9,N,c,c,8,a,x",7,1,7
"9,N,c,c,8,x",4,1,6
"9,N,c,c,9",8,53,5
"9,N,c,c,9,8,9",8,1,7
"9,N,c,c,9,N,9",3,1,7
"9,N,c,c,M,cc,9",1,1,7
"9,N,c,c,Z,a,i",0,1,7
"9,N,c,c,a,Q",2,1,6
"9,N,c,c,a,Z",2,2,6
"9,N,c,c,a,x,N,c,9",0,1,9
"9,N,c,c,a,x,a,Z",7,1,8
"9,N,c,c,c",5,1,5
"9,N,c,c,c,8,9",1,3,7
"9,N,c,c,c,9",0,5,6
"9,N,c,c,c,o",2,1,6
"9,N,c,c,c,o,2",6,1,7
"9,N,c,c,c,o,8,9",7,1,8
"9,N,c,c,c^c,9",2,2,6
"9,N,c,c,c^c,c,8,9",7,1,8
"9,N,c,c,cc,9",4,2,6
"9,N,c,c,o",8,7,5
"9,N,c,c,o,2",6,1,6
"9,N,c,c,o,8",6,2,6
"9,N,c,c,o,8,9",2,8,7
"9,N,c,c,o,8,a,Q",8,1,8
"9,N,c,c,o,8,a,n",0,1,8
"9,N,c,c,o,8,c,9",9,1,8
"9,N,c,c,o,Z",2,4,6
"9,N,c,c,o,x",2,10,6
"9,N,c,c,o,x,2",7,1,7
"9,N,c,c^c,9",8,1,5
"9,N,c,c^c,c,9",1,2,6
"9,N,c,cc,c,9",9,1,6
"9,N,c,cc,c,o,x",2,1,7
"9,N,c,cc,o,8",7,1,6
"9,N,c,o",8,2,4
"9,N,c,o,2",0,3,5
"9,N,c,o,8",1,1,5
"9,N,c,o,8,9",2,7,6
"9,N,c,o,8,a,Z",3,1,7
"9,N,c,o,8,a,n",5,1,7
"9,N,c,o,Z",2,8,5
"9,N,c,o,a,m",8,1,6
"9,N,c,o,c,N,c,c,9",2,1,9
"9,N,c,o,c,c^c,9",3,1,7
"9,N,c,o,x",8,11,5
"9,N,c,o,x,2",7,1,6
"9,N,c,o,x,8,9",2,1,7
"9,N,c^c",3,1,3
"9,N,c^c,9",5,2,4
"9,N,c^c,c,8,9",1,2,6
"9,N,c^c,c,c,9",2,1,6
"9,N,c^c,c,o,Z",3,1,6
"9,N,c^c,c,o,x",4,2,6
"9,N,c^c,o",5,1,4
"9,N,c^c,o,x",5,1,5
"9,N,cc",3,1,3
"9,N,cc,8,9",7,8,5
"9,N,cc,8,Q",2,1,5
"9,N,cc,8,a,Z",4,1,6
"9,N,cc,9",3,19,4
"9,N,cc,9,N,c,o,8,9",3,1,9
"9,N,cc,?,8,a,m",2,1,7
"9,N,cc,Q",7,1,4
"9,N,cc,a,m",5,1,5
"9,N,cc,a,x",8,1,5
"9,N,cc,c,8,9",7,8,6
"9,N,cc,c,8,o,Z",4,1,7
"9,N,cc,c,9",8,4,5
"9,N,cc,c,c,9",9,1,6
"9,N,cc,c,c^c,8",9,1,6
"9,N,cc,c,o,8,9",3,1,7
"9,N,cc,c,o,8,a,n",1,1,8
"9,N,cc,c,o,Z",7,2,6
"9,N,cc,o",3,4,4
"9,N,cc,o,8,9",3,3,6
"9,N,cc,o,M,cc,9",3,1,7
"9,N,cc,o,N,c,o",5,1,7
"9,N,cc,o,Q",5,1,5
"9,N,cc,o,Z",3,5,5
"9,N,cc,o,cc,8,9",1,1,7
"9,N,cc,o,i",3,1,5
"9,N,cc,o,x",7,6,5
"9,N,cc,o,x,4,o,8",3,1,8
"9,N,cc,o,x,9",3,1,6
"9,N,o",3,1,3
"9,N,o,8,9",3,2,5
"9,N,o,8,a,Z",8,1,6
"9,N,o,8,a,n,Z",5,1,7
"9,N,o,P1,a,Z",7,1,6
"9,N,o,Z",3,5,4
"9,N,o,Z,9",2,1,5
"9,N,o,Z,c^c,9",5,1,6
"9,N,o,a,m",3,1,5
"9,N,o,c,P1,c,9",9,1,7
"9,N,o,m",3,2,4
"9,N,o,x",3,14,4
"9,N,o,x,8,a,Q",7,1,7
"9,N,o,x,9",3,1,5
"9,N,o,x,a,Z",1,1,6
"9,N,o,x,o,8,9",5,1,7
"9,N,o,x,o,n",4,1,6
"9,N,x",7,1,3
"9,P1,a,i,Z",7,1,5
"9,P1,a,x",2,1,4
"9,P1,c,c,c,9",8,1,6
"9,P1,cc,8,9",1,2,5
"9,P1,cc,c,8,9",4,1,6
"9,P1,cc,c,9",1,2,5
"9,P1,cc,c,N,9",1,1,6
"9,P1,cc,o,Z",9,1,5
"9,P1,o,8,9",9,1,5
"9,P1,o,8,a,n",3,1,6
"9,P1,o,Z",9,1,4
"9,P1,o,x,9",9,1,5
"9,P1,o,x,a,m",9,2,6
"9,P2",3,1,2
"9,P2,8,9",1,1,4
"9,P2,a,Z",3,2,4
"9,P2,a,i",9,1,4
"9,P2,a,i,2",9,1,5
"9,P2,a,i,Q",3,1,5
"9,P2,a,i,Z,9",1,1,6
"9,P2,a,m",6,1,4
"9,P2,a,x",9,1,4
"9,P2,c,o,8,9?",9,1,6
"9,P2,c^c,o,x,9",5,1,6
"9,P2,cc,2,c,8,2,2",1,1,8
"9,P2,cc,8,9",1,5,5
"9,P2,cc,8,a,Z",9,1,6
"9,P2,cc,8,a,i,Z",8,1,7
"9,P2,cc,8,a,m",0,1,6
"9,P2,cc,9",3,3,4
"9,P2,cc,N,o,Q",9,1,6
"9,P2,cc,a,Z",3,1,5
"9,P2,cc,a,m",5,1,5
"9,P2,cc,a,x",8,1,5
"9,P2,cc,c,2",1,1,5
"9,P2,cc,c,2,9",8,1,6
"9,P2,cc,c,8,8,9",9,1,7
"9,P2,cc,c,8,9",1,12,6
"9,P2,cc,c,8,P2,9",1,1,7
"9,P2,cc,c,9",9,3,5
"9,P2,cc,c,c,8,9",9,1,7
"9,P2,cc,c,c,c,9",9,1,7
"9,P2,cc,o,Z",3,2,5
"9,P2,cc,o,c,P1,9",7,1,7
"9,P2,cc,o,c,P2,c,c,o,2,a,m",9,1,12
"9,P2,cc,o,x",2,3,5
"9,P2,cc,o,x,9",9,2,6
"9,P2,o,8",3,1,4
"9,P2,o,8,a,m",7,1,6
"9,P2,o,Z,9",9,1,5
"9,Q,o,x",6,1,4
"9,Z,9",4,1,3
"9,Z,a,m",3,1,4
"9,Z,cc,c,9",7,1,5
"9,a,Z",6,2,3
"9,a,i,Z",8,2,4
"9,a,m",2,6,3
"9,a,n,Z",7,2,4
"9,c,9",6,1,3
"9,c,M,c,a,Z",7,1,6
"9,c,M,c,o,x",2,1,6
"9,c,N,c,c,9",7,2,6
"9,c,N,c,c,o,8,9",8,1,8
"9,c,N,c,o,8,9",3,1,7
"9,c,N,c,o,8,a,m",5,1,8
"9,c,P1,a,m",8,1,5
"9,c,P2,c,N,o",3,1,6
"9,c,c,2",7,1,4
"9,c,c,c,c,o",1,1,6
"9,c,c,o,Z",3,1,5
"9,c^?,N,c,9",1,1,5
"9,c^c,2",0,1,3
"9,c^c,8,a,n",6,1,5
"9,c^c,8,a,x",1,1,5
"9,c^c,9",5,1,3
"9,c^c,a,Z",2,1,4
"9,c^c,c",6,1,3
"9,c^c,c,2,9",7,1,5
"9,c^c,c,8,9",1,7,5
"9,c^c,c,8,a,i,Z",0,1,7
"9,c^c,c,8,a,m",6,1,6
"9,c^c,c,9",4,11,4
"9,c^c,c,N,c,9",5,1,6
"9,c^c,c,a,Z",4,1,5
"9,c^c,c,a,x",6,1,5
"9,c^c,c,a,x,8,9",0,1,7
"9,c^c,c,a,x,N,a,n,Z",7,1,9
"9,c^c,c,c",4,1,4
"9,c^c,c,c,2",0,1,5
"9,c^c,c,c,4,o,Z,a,Z",6,1,9
"9,c^c,c,c,8",0,1,5
"9,c^c,c,c,8,9",0,7,6
"9,c^c,c,c,8,a,x",7,1,7
"9,c^c,c,c,9",2,8,5
"9,c^c,c,c,c,2",9,1,6
"9,c^c,c,c,o",4,1,5
"9,c^c,c,c,o,8",0,1,6
"9,c^c,c,c,o,8,9",8,2,7
"9,c^c,c,c,o,a,m",6,1,7
"9,c^c,c,o",7,2,4
"9,c^c,c,o,2",6,1,5
"9,c^c,c,o,8",9,2,5
"9,c^c,c,o,8,9",8,1,6
"9,c^c,c,o,Z",6,4,5
"9,c^c,c,o,a,Z",2,1,6
