token,cluster,freq,token_len
"a,Z,a,i,Z,a,x,9",7,1,8
"a,Z,a,m",7,9,4
"a,Z,a,m+",9,1,4
"a,Z,a,n",6,4,4
"a,Z,a,x",7,19,4
"a,Z,a,x,8?",2,1,5
"a,Z,a,x,o,2",7,1,6
"a,Z,a,x,o,Z,o,Q",6,1,8
"a,Z,a,x,o,c^c,c,c,9",6,1,9
"a,Z,c,2,o",2,1,5
"a,Z,c^c,c,8,9",6,1,6
"a,Z,c^c,c,Q",6,1,5
"a,Z,c^c,c,c,c,c",0,1,7
"a,Z,c^c,c,o",8,1,5
"a,Z,cc,9,M,a,m",7,1,7
"a,Z,cc,c,o,x",7,1,6
"a,Z,o,8",7,1,4
"a,Z,o,8,9",7,12,5
"a,Z,o,8,a,?",2,1,6
"a,Z,o,8,x",8,2,5
"a,Z,o,8,x,9",7,1,6
"a,Z,o,M,c,c,9",6,1,7
"a,Z,o,P2,a,Q",7,1,6
"a,Z,o,Q",9,1,4
"a,Z,o,Z",6,7,4
"a,Z,o,Z,9",1,1,5
"a,Z,o,Z,o",8,1,5
"a,Z,o,m+",9,1,4
"a,Z,o,x",6,8,4
"a,Z,o,x,N,c,c,8,9",4,1,9
"a,Z,o,x,N,c,c,9",7,2,8
"a,Z,o,x,a,Z",4,1,6
"a,Z,o,x,o,Z",9,1,6
"a,Z,x",7,2,3
"a,c,M,c,9",8,3,5
"a,c,M,c,c,c,Z",7,1,7
"a,c,M?,9",9,1,4
"a,c,N,c,8,9",7,1,6
"a,c,N,c,9",0,1,5
"a,c,N,c,c,8,9",8,1,7
"a,c,N,c,c,N,9",2,1,7
"a,c,P2,c,9",6,1,5
"a,c,P2,cc,c,9",9,1,6
"a,c,c,o,8,c,c,9",9,1,8
"a,c^c",8,1,2
"a,c^c,c",1,1,3
"a,cc,o,c,N,c,9",2,1,7
"a,i",5,3,2
"a,i,2",6,5,3
"a,i,2,a,Q",6,1,5
"a,i,9",2,1,3
"a,i,?,8,a,Q",6,1,6
"a,i,N,c,9",7,1,5
"a,i,Q",8,4,3
"a,i,Q?",7,1,3
"a,i,Z",7,41,3
"a,i,Z,9",7,2,4
"a,i,Z,a,Q",2,1,5
"a,i,Z,a,x",1,2,5
"a,i,Z,a,x,8,9",8,1,7
"a,i,Z,o,8",7,2,5
"a,i,Z,o,8,9",7,2,6
"a,i,Z,o,9",7,1,5
"a,i,Z,o,x",0,2,5
"a,i,Z,o,x,2",9,1,6
"a,i,c,N,9",9,1,5
"a,i,m",9,1,3
"a,i,x",7,5,3
"a,i,x,8,9",8,2,5
"a,i?",0,1,2
"a,i?,9",1,1,3
"a,i?,Z",0,2,3
"a,i?,x",9,1,3
"a,m",7,379,2
"a,m+",6,32,2
"a,m,9",0,3,3
"a,m,N,9",2,1,4
"a,m,Q?",7,2,3
"a,m,Z,o",0,1,4
"a,m,a,x",6,3,4
"a,m,c^c,a,x,o,Q",3,1,7
"a,n",6,81,2
"a,n,2",0,5,3
"a,n,2,9",9,1,4
"a,n,2,o,8,9",0,1,6
"a,n,2,o,c,N,c,9",0,1,8
"a,n,8,9",7,2,4
"a,n,8,a,n,Q",2,1,6
"a,n,8,a,x",2,1,5
"a,n,N,a,Q",8,1,5
"a,n,P2",9,1,3
"a,n,Q",5,2,3
"a,n,Z",7,16,3
"a,n,Z,a,x,9",7,1,6
"a,n,Z,o,Q",9,1,5
"a,n,Z,o,x",1,1,5
"a,n,a,n,Q",6,1,5
"a,n,c,M,c,9",0,1,6
"a,n,c,N,c,c,8,9",9,1,8
"a,n,cc,9",5,1,4
"a,n,o",7,1,3
"a,n,o,x,8",2,1,5
"a,n,x",9,1,3
"a,n,x,8,9",8,1,5
"a,n,x,9",4,1,4
"a,n?",9,1,2
"a,o,x",6,1,3
"a,x",6,199,2
"a,x,2",6,6,3
"a,x,2,9",2,1,4
"a,x,8",7,4,3
"a,x,8,9",6,7,4
"a,x,8,9,8,9",7,1,6
"a,x,8,a,Q",7,2,5
"a,x,8,a,Z",7,2,5
"a,x,8,a,Z?",0,1,5
"a,x,8,a,m",4,1,5
"a,x,8,x",6,1,4
"a,x,9",7,17,3
"a,x,9,2",1,1,4
"a,x,?,cc,c,8",7,1,6
"a,x,N,9",4,3,4
"a,x,N,a,Q",7,4,5
"a,x,N,a,Z",6,3,5
"a,x,N,a,i",0,1,5
"a,x,N,a,i,Z",8,1,6
"a,x,N,a,m",7,5,5
"a,x,N,a,n",6,7,5
"a,x,N,a,x",6,1,5
"a,x,N,c,8,9",6,1,6
"a,x,N,c,9",4,1,5
"a,x,N,c,a,n",7,1,6
"a,x,N,c,c,8,9",0,3,7
"a,x,N,c,c,9",7,1,6
"a,x,N,c,c,o,Z",6,1,7
"a,x,N,c,c,o,x",6,1,7
"a,x,N,cc,8,9",7,1,6
"a,x,N,o,x",9,1,5
"a,x,P1,c^c,c,8",6,1,6
"a,x,P1,o",9,1,4
"a,x,P2,cc,8,9",0,1,6
"a,x,P2,cc,8,a,Z",6,1,7
"a,x,Q",3,1,3
"a,x,Z",6,1,3
"a,x,a,Q",6,10,4
"a,x,a,Z",0,4,4
"a,x,a,Z,9,x",9,1,6
"a,x,a,i,Z",6,1,5
"a,x,a,m",7,5,4
"a,x,a,n",8,3,4
"a,x,a,x",7,2,4
"a,x,a,x,8,9",9,1,6
"a,x,a,x,o,Z",7,1,6
"a,x,c,P1,c,9",2,1,6
"a,x,c,c,8,9",8,1,6
"a,x,c^c,8,Z",9,1,5
"a,x,c^c,c,9",1,3,5
"a,x,c^c,c,N,c,9",6,1,7
"a,x,c^c,c,o,8",4,1,6
"a,x,cc,8",7,1,4
"a,x,cc,8,9",4,1,5
"a,x,cc,9",7,1,4
"a,x,cc,c,8,9",1,3,6
"a,x,cc,c,9",4,2,5
"a,x,cc,c,c,9",7,1,6
"a,x,o",0,1,3
"a,x,o,2",7,2,4
"a,x,o,2,a,Q",7,1,6
"a,x,o,8",0,2,4
"a,x,o,8,9",7,3,5
"a,x,o,8,a,Q",3,1,6
"a,x,o,8,a,Z",1,1,6
"a,x,o,N,9",8,2,5
"a,x,o,Q",7,4,4
"a,x,o,Z",8,4,4
"a,x,o,Z,9",7,1,5
"a,x,o,a,x",2,1,5
"a,x,o,m",6,1,4
"a,x,o,m+",7,1,4
"a,x,o,x",7,7,4
"a,x,o,x,2",2,2,5
"a,x,o,x,8",1,1,5
"a,x,o,x,9",8,1,5
"a,x,o,x,P1,cc,9",6,1,7
"a,x,o,x,a,m",6,1,6
"a,x,o,x,c^c,c,8,9",1,1,8
"a,x,o,x,c^c,c,9",6,1,7
"a,x,o,x,o,Z",4,1,6
"a,x,x,o,Z,a,x",1,1,7
"a,x?",6,1,2
a?,2,2,1
"a?,m+?",1,1,2
"a?,m?",0,1,2
"a?,x",0,1,2
c,8,2,1
"c,2",3,1,2
"c,2,c",5,1,3
"c,2,c,2",6,1,4
"c,2,c,8,9",5,1,5
"c,2,c,N,c,9",4,1,6
"c,8?,c,a,Q",8,1,5
"c,?",1,1,2
"c,?,N,c,9?",2,1,5
"c,?,c",3,1,3
"c,?,c,o,P2",8,1,5
"c,M",2,2,2
"c,M,9",3,9,3
"c,M,9,8",3,1,4
"c,M,?",5,1,3
"c,M,?,9",1,1,4
"c,M,?,a,Z",5,1,5
"c,M,a,Z",7,1,4
"c,M,a,m",3,2,4
"c,M,c",5,2,3
"c,M,c,2",3,1,4
"c,M,c,2,c,2",7,1,6
"c,M,c,2,cc,a,n",3,1,7
"c,M,c,8",3,1,4
"c,M,c,8,9",1,9,5
"c,M,c,8,a,M?,o,M,o",9,1,9
"c,M,c,8,a,x,9",0,1,7
"c,M,c,8,c,c,c,M?,c,9",9,1,10
"c,M,c,9",3,109,4
"c,M,c,9,8",3,1,5
"c,M,c,9,8,2",3,1,6
"c,M,c,9,8,a,i",5,1,7
"c,M,c,9,a,m",9,1,6
"c,M,c,9,c^c,9",5,1,6
"c,M,c,?",2,1,4
"c,M,c,a,Q",5,1,5
"c,M,c,a,Z",5,17,5
"c,M,c,a,Z,a,8",2,1,7
"c,M,c,a,i",4,2,5
"c,M,c,a,i,cc,a,Z",5,1,8
"c,M,c,a,i,x,8,9",8,1,8
"c,M,c,a,m",5,13,5
"c,M,c,a,n",3,4,5
"c,M,c,a,x",6,7,5
"c,M,c,c",5,1,4
"c,M,c,c,2",2,3,5
"c,M,c,c,8,9",0,15,6
"c,M,c,c,9",2,43,5
"c,M,c,c,9,8,2",5,1,7
"c,M,c,c,?",5,1,5
"c,M,c,c,?,2",2,1,6
"c,M,c,c,a,Z",2,1,6
"c,M,c,c,c,2",3,1,6
"c,M,c,c,c,8,9",8,1,7
"c,M,c,c,c,9",2,13,6
"c,M,c,c,c,M,9",1,1,7
"c,M,c,c,c,c",3,1,6
"c,M,c,c,c,c,2",3,1,7
"c,M,c,c,c,c,9",9,1,7
"c,M,c,c,o",2,4,5
"c,M,c,c,o,2",9,2,6
"c,M,c,c,o,8",5,2,6
"c,M,c,c,o,8,9",8,5,7
"c,M,c,c,o,8,a,x",2,1,8
"c,M,c,c,o,M,a,x",2,1,8
"c,M,c,c,o,Z",2,5,6
"c,M,c,c,o,x",2,9,6
"c,M,c,c,o,x,9",9,1,7
"c,M,c,cc,c,9",4,1,6
"c,M,c,o",3,17,4
"c,M,c,o,2",3,2,5
"c,M,c,o,2,9",2,1,6
"c,M,c,o,2,a,x",8,1,7
"c,M,c,o,8",5,2,5
"c,M,c,o,8,8",5,1,6
"c,M,c,o,8,9",2,18,6
"c,M,c,o,8,a,Q",5,1,7
"c,M,c,o,8,a,Z",9,1,7
"c,M,c,o,8,a,i,Q",2,1,8
"c,M,c,o,8,a,m",2,1,7
"c,M,c,o,8,a,n,2",5,1,8
"c,M,c,o,8,a,x",2,2,7
"c,M,c,o,8,o,a,x,9",3,1,9
"c,M,c,o,8,o,x",0,2,7
"c,M,c,o,Q",5,9,5
"c,M,c,o,Q,8,9",7,1,7
"c,M,c,o,Z",5,48,5
"c,M,c,o,Z,9",3,2,6
"c,M,c,o,Z,cc,9",5,1,7
"c,M,c,o,a,Z,9",5,1,7
"c,M,c,o,c^c,o,x",9,1,7
"c,M,c,o,cc,9",5,1,6
"c,M,c,o,m",5,2,5
"c,M,c,o,o",3,1,5
"c,M,c,o,o,Z",3,1,6
"c,M,c,o,x",3,55,5
"c,M,c,o,x,2",3,1,6
"c,M,c,o,x,8",5,1,6
"c,M,c,o,x,8,9",5,2,7
"c,M,c,o,x,8,Q",3,1,7
"c,M,c,o,x,8,a,Z",2,1,8
"c,M,c,o,x,9",5,4,6
"c,M,c,o,x,cc?,9",9,1,7
"c,M,c,o,x,o",3,1,6
"c,M,c?,9",2,1,4
"c,M,c^c,c,2",5,1,5
"c,M,cc,9",5,9,4
"c,M,cc,?",2,1,4
"c,M,cc,a,x",2,1,5
"c,M,cc,c,9",3,2,5
"c,M,cc,c,c,9",8,1,6
"c,M,cc,c,o,8,9",5,1,7
"c,M,cc,o,8,a,Z",3,1,7
"c,M,cc,o,x",3,1,5
"c,M,i",9,1,3
"c,M,o",3,3,3
"c,M,o,2",5,2,4
"c,M,o,8,9",5,1,5
"c,M,o,8,a,m",5,1,6
"c,M,o,x",2,1,4
"c,M,o,x,c,M?,c,o,x",2,1,9
"c,M?,c,o,c,P2,a,n",9,1,8
"c,N,9",7,2,3
"c,N,a,Z",6,2,4
"c,N,a,m",7,3,4
"c,N,a,x",1,1,4
"c,N,c,2",2,1,4
"c,N,c,2,9",2,1,5
"c,N,c,8,8,x",0,1,6
"c,N,c,8,9",4,5,5
"c,N,c,9",2,45,4
"c,N,c,9,8,9",3,1,6
"c,N,c,?,9",3,1,5
"c,N,c,a,Q",5,3,5
"c,N,c,a,Z",5,4,5
"c,N,c,a,cc,c,M,c,9",9,1,9
"c,N,c,a,m",3,3,5
"c,N,c,a,n",6,1,5
"c,N,c,a,x",5,3,5
"c,N,c,c,8",0,1,5
"c,N,c,c,8,9",0,4,6
"c,N,c,c,9",2,31,5
"c,N,c,c,a,8,a,Z",2,1,8
"c,N,c,c,a,Z",3,1,6
"c,N,c,c,a,x",2,1,6
"c,N,c,c,c,9",2,10,6
"c,N,c,c,c,N,c,9",5,1,8
"c,N,c,c,c,c,9",8,1,7
"c,N,c,c,c,o,2",9,1,7
"c,N,c,c,c,o,8,9",2,1,8
"c,N,c,c,c,o,x",2,1,7
"c,N,c,c,o",2,3,5
"c,N,c,c,o,2",2,3,6
"c,N,c,c,o,8",5,1,6
"c,N,c,c,o,8,9",8,5,7
"c,N,c,c,o,N,c,9",9,1,8
"c,N,c,c,o,Z",2,1,6
"c,N,c,c,o,x",2,6,6
"c,N,c,cc,8,9",1,1,6
"c,N,c,o",2,4,4
"c,N,c,o,2",5,4,5
"c,N,c,o,8",2,1,5
"c,N,c,o,8,9",3,4,6
"c,N,c,o,8,a,x",3,1,7
"c,N,c,o,9",5,2,5
"c,N,c,o,P1,cc,9",7,1,7
"c,N,c,o,Z",5,7,5
"c,N,c,o,Z,9",2,1,6
"c,N,c,o,c,M,c,9",2,1,8
"c,N,c,o,c^c,c",2,1,6
"c,N,c,o,cc,9",3,1,6
"c,N,c,o,m",3,1,5
"c,N,c,o,o,Z",9,1,6
"c,N,c,o,x",2,22,5
"c,N,c,o,x,2,9",5,1,7
"c,N,c,o,x,9",8,1,6
"c,N,c,ô,x",3,1,5
"c,N,c^c,9",7,2,4
"c,N,cc,9",1,3,4
"c,N,cc,c,c,9",9,2,6
"c,N,cc,o",3,1,4
"c,N,cc,o,8,9",2,1,6
"c,N,cc,o,x",3,1,5
"c,N,o,N,c,c,9",3,1,7
"c,N,o,o,a,m",5,1,6
"c,P1,?,o,Z,o,x",0,1,7
"c,P1,a,Z,a?,2?,Z",3,1,7
"c,P1,a,x,o,i,Z",6,1,7
"c,P1,c,2",6,1,4
"c,P1,c,8,9",9,2,5
"c,P1,c,9",3,6,4
"c,P1,c,a,8,o,2,a,x",9,1,9
"c,P1,c,a,Q",3,1,5
"c,P1,c,a,Z",7,2,5
"c,P1,c,a,m",5,2,5
"c,P1,c,c,N,cc,8,9",9,1,8
"c,P1,c,c,c,9",1,1,6
"c,P1,c,c,o",6,1,5
"c,P1,c,c,o,2",2,1,6
"c,P1,c,c,o,8,9",9,1,7
"c,P1,c,c,o,x",2,2,6
"c,P1,c,o,8,a,Z",5,1,7
"c,P1,c,o,a,m",9,1,6
"c,P1,c,o,x",5,4,5
"c,P1,cc,c,8,9",6,1,6
"c,P2,9",9,1,3
"c,P2,?,m",7,1,4
"c,P2,c,8,9",5,2,5
"c,P2,c,8,a,Z",1,1,6
"c,P2,c,8,a,cc,?,9",9,1,8
"c,P2,c,9",5,12,4
"c,P2,c,9,8,9",3,1,6
"c,P2,c,?,o,P1,9",9,1,7
"c,P2,c,a,Q",3,1,5
"c,P2,c,a,Z",3,4,5
"c,P2,c,a,Z,9",5,1,6
"c,P2,c,a,Z,o,Q",9,1,7
"c,P2,c,a,i",6,1,5
"c,P2,c,a,m",3,7,5
"c,P2,c,a,x",3,3,5
"c,P2,c,a,x,8,9",3,1,7
"c,P2,c,c,2,9",7,1,6
"c,P2,c,c,2,a,m",9,1,7
"c,P2,c,c,8,9",8,5,6
"c,P2,c,c,8,o,Q",9,1,7
"c,P2,c,c,9",1,8,5
"c,P2,c,c,a,x",2,1,6
"c,P2,c,c,a,x,9",3,1,7
"c,P2,c,c,c,9",2,1,6
"c,P2,c,c,c,M,c,9",9,1,8
"c,P2,c,c,c,Q",1,1,6
"c,P2,c,c,c,a,n",2,1,7
"c,P2,c,c,c,c,8,o,x",8,1,9
"c,P2,c,c,o",3,2,5
"c,P2,c,c,o,2",5,1,6
"c,P2,c,c,o,8,9",9,2,7
"c,P2,c,c,o,8,a,Z",9,3,8
"c,P2,c,c,o,8,a,m",2,1,8
"c,P2,c,c,o,N,c,9",5,1,8
"c,P2,c,c,o,Z",7,4,6
"c,P2,c,c,o,c,M,c,9",2,1,9
"c,P2,c,c,o,x",2,2,6
"c,P2,c,cc,a,Z",3,1,6
"c,P2,c,o",3,3,4
"c,P2,c,o,2",5,1,5
"c,P2,c,o,8",3,1,5
"c,P2,c,o,8,9",1,3,6
"c,P2,c,o,8,a,i?,x,2",5,1,9
"c,P2,c,o,8,a,x",5,2,7
"c,P2,c,o,8,o,x",3,1,7
"c,P2,c,o,9",3,2,5
"c,P2,c,o,N,cc,o,x",3,1,8
"c,P2,c,o,Z",3,5,5
"c,P2,c,o,Z,o,8,2",3,1,8
"c,P2,c,o,a,Z",9,1,6
"c,P2,c,o,a,m",3,1,6
"c,P2,c,o,a,x",3,2,6
"c,P2,c,o,cc,9",2,1,6
"c,P2,c,o,x",3,13,5
"c,P2,c,o,x,8,9",3,3,7
"c,P2,c,o,x,8,a,Z",3,1,8
"c,P2,c,o,x,N,a,m",9,1,8
"c,P2,c,o,x,Z,o,Z,9",0,1,9
"c,P2,cc,9",8,2,4
"c,P2,cc,c,9",4,1,5
"c,P?,c,9",5,1,4
"c,a,Z",9,1,3
"c,a,i,Z",9,1,4
"c,a,m",4,2,3
"c,a,n",0,1,3
"c,a,x,a,Q",6,1,5
"c,c,2",1,2,3
"c,c,2,9",1,1,4
"c,c,2,c,9",6,1,5
"c,c,8,9",7,3,4
"c,c,8,o,x",7,1,5
"c,c,9",6,5,3
"c,c,M,c,9",4,1,5
"c,c,c",0,1,3
"c,c,c,2",6,9,4
"c,c,c,2,9",2,1,5
"c,c,c,2,a,x",4,1,6
"c,c,c,8,9",4,5,5
"c,c,c,8,a,8?",0,1,6
"c,c,c,9",2,5,4
"c,c,c,9,N,c,9",0,1,7
"c,c,c,?",8,1,4
"c,c,c,M,c,o",0,1,6
"c,c,c,N,c,9",5,2,6
"c,c,c,c,2",9,1,5
"c,c,c,c,9",0,1,5
"c,c,c,c,o,8,a,Q",9,1,8
"c,c,c,o,8,a,m",7,1,7
"c,c,c,o,N,o,Z",2,1,7
"c,c,c,o,x,9",9,1,6
"c,c,o,2",2,1,4
"c,c,o,2,c,c,o,2",2,1,8
"c,c,o,8,9",7,3,5
"c,c,o,8,o,8,9",2,1,7
"c,c,o,M,c,9",2,1,6
"c,c,o,c,N,c,8,9",7,1,8
"c,c,o,c,N,c,9",9,1,7
"c,c,o,x",9,1,4
"c,c,o?",8,1,3
"c,cc,c,8,9",6,1,5
"c,o,2,a,m",9,1,5
"c,o,9",5,1,3
"c,o,?,N,c,9",6,1,6
"c,o,N,o,x",3,1,5
"c,o,a,n",5,1,4
"c,o,m",4,1,3
"c,o,x,o,x,a,Z",3,1,7
"c,x",5,1,2
c?,7,1,1
"c?,M,o,8,a,m",3,1,6
"c?,N,c^c,c,c,9",2,1,6
"c?,c,o",3,1,3
"c?c,a,n",6,1,3
"c?c,c,o,8,a,Q",2,1,6
"c?c,o,8,9",3,1,4
"c^,M,c^c,c,o,x",2,1,6
"c^,N,?",3,1,3
c^9,3,2,1
"c^9,N,9",7,1,3
"c^9,N,c,c,o",2,1,5
c^c,2,17,1
"c^c,2",1,1,2
"c^c,2,8,9",7,1,4
"c^c,2,9",6,1,3
"c^c,2,c,c,2",2,1,5
"c^c,2,o",1,1,3
"c^c,8",3,6,2
"c^c,8,8,9",1,1,4
"c^c,8,9",1,41,3
"c^c,8,9,8,9",1,1,5
"c^c,8,9,N,a,i,Z,9,x",7,1,9
"c^c,8,a,Q",7,1,4
"c^c,8,a,Z",1,7,4
"c^c,8,a,i,Z",7,2,5
"c^c,8,a,m",3,4,4
"c^c,8,a,x",0,4,4
"c^c,8,a,x,8,9",9,1,6
"c^c,8,a,x,9",4,1,5
"c^c,8,a,x,N,9",9,1,6
"c^c,8,a,x,o",1,1,5
"c^c,8,cc,8,9",1,1,5
"c^c,8,cc,9",3,1,4
"c^c,8,o",6,1,3
"c^c,8,o,Z",9,1,4
"c^c,8,o,x",1,1,4
"c^c,9",5,82,2
"c^c,9,8,a,x",7,1,5
"c^c,9,?",3,1,3
"c^c,9,M,8,a,m",5,1,6
"c^c,9,M,cc,9",5,2,5
"c^c,9,M,cc,o,Z",5,1,6
"c^c,9,N,a,Z",7,1,5
"c^c,9,N,a,m",9,1,5
"c^c,9,N,c,c,9",5,1,6
"c^c,9,N,c,o,8,9",9,1,7
"c^c,9,N,cc,a,Z",5,1,6
"c^c,9,N,cc,c,8,9",4,1,7
"c^c,9,N,o,x",4,1,5
"c^c,9,P2,cc,c,8,9",0,1,7
"c^c,9,a,Z,Q",5,1,5
"c^c,9,c^c,o",5,1,4
"c^c,9,c^c,o,x",3,1,5
"c^c,9?",5,2,2
"c^c,?",0,1,2
"c^c,?,8,a",8,1,4
"c^c,?,8,a,Q",8,1,5
"c^c,?,9",1,1,3
"c^c,?,?",9,1,3
"c^c,?,?,9",7,1,4
"c^c,?,N,9",7,1,4
"c^c,?,N,a,Z",1,1,5
"c^c,?,P2,?",1,1,4
"c^c,?,c,9",4,3,4
"c^c,?,c,a,Z",7,1,5
"c^c,?,o,8,9",4,1,5
"c^c,M,9",7,4,3
"c^c,M,a,Z",0,1,4
"c^c,M,a,m",8,1,4
"c^c,M,a,x",1,3,4
"c^c,M,c,o",9,1,4
"c^c,M,c^c,9",3,1,4
"c^c,M,c^c,c,9",0,1,5
"c^c,M,cc,9",3,3,4
"c^c,M,o,Z",6,1,4
"c^c,M,o,x",1,1,4
"c^c,N,9",1,13,3
"c^c,N,a,Z",8,2,4
"c^c,N,a,i,Z",0,2,5
"c^c,N,a,i?,n?",0,1,5
"c^c,N,a,m",3,3,4
"c^c,N,a,n",4,3,4
"c^c,N,c,9",0,2,4
"c^c,N,c,c,8,9",0,1,6
"c^c,N,c,c,9",5,2,5
"c^c,N,c,c,o",5,2,5
"c^c,N,c,o,8,9",0,1,6
"c^c,N,c,o,Z",0,1,5
"c^c,N,c,o,x",4,1,5
"c^c,N,c^c,9",2,1,4
"c^c,N,cc,9",5,2,4
"c^c,N,cc,c,8,9",7,2,6
"c^c,N,o",2,1,3
"c^c,N,o,x",5,2,4
"c^c,P1,9",6,1,3
"c^c,P1,9,8,a,m",9,1,6
"c^c,P2,c,9",3,1,4
"c^c,Y",7,1,2
"c^c,Z",6,1,2
"c^c,a",3,2,2
"c^c,a,P2,cc,c,8,9,P1,cc,9",1,1,10
"c^c,a,Q",6,7,3
"c^c,a,Z",6,33,3
"c^c,a,Z,a,Q",4,2,5
"c^c,a,Z,a,x",2,1,5
"c^c,a,c,M,c,9",4,1,6
"c^c,a,c,N,c,9",9,1,6
"c^c,a,c,N,cc,9",0,1,6
"c^c,a,i",5,5,3
"c^c,a,i,Z",3,1,4
"c^c,a,i?",6,1,3
"c^c,a,m",3,20,3
"c^c,a,m+",9,1,3
"c^c,a,n",6,8,3
"c^c,a,x",6,16,3
"c^c,a,x,9",3,1,4
"c^c,a,x,N,9",4,1,5
"c^c,a,x,N,a,m",9,1,6
"c^c,a,x,N,x",4,1,5
"c^c,c",6,23,2
"c^c,c,2",4,4,3
"c^c,c,2,c",8,1,4
"c^c,c,2,c,8",5,1,5
"c^c,c,2,c,N,9",6,1,6
"c^c,c,2,o?",9,1,4
"c^c,c,2?,8,9",0,1,5
"c^c,c,2?,c,c",2,1,5
"c^c,c,4,o,N,a,Q",3,1,7
"c^c,c,8",0,14,3
"c^c,c,8,2",6,1,4
"c^c,c,8,9",4,417,4
"c^c,c,8,9,M,c,8,9",4,1,8
"c^c,c,8,9,M,cc,o,Z",7,1,8
"c^c,c,8,9,N,a,n",4,1,7
"c^c,c,8,?,x",4,1,5
"c^c,c,8,N,c,8",1,1,6
"c^c,c,8,a,Q",0,2,5
"c^c,c,8,a,Z",1,8,5
"c^c,c,8,a,i,M,a,n",6,1,8
"c^c,c,8,a,m",1,8,5
"c^c,c,8,a,n",0,12,5
"c^c,c,8,a,x",4,11,5
"c^c,c,8,a,x,8,9",4,1,7
"c^c,c,8,c,9",1,1,5
"c^c,c,8,c,P1,a,Q",1,1,7
"c^c,c,8,c,c,c,9",8,1,7
"c^c,c,8,c^c,c,9",1,1,6
"c^c,c,8,cc,9",1,1,5
"c^c,c,8,o,x",1,1,5
"c^c,c,8,o?,n?,Z",3,1,6
"c^c,c,8?,9",8,1,4
"c^c,c,9",4,257,3
"c^c,c,9,M,cc,8,9",4,1,7
"c^c,c,9,N",6,1,4
"c^c,c,9,N,9",4,1,5
"c^c,c,9,N,a,m+",7,1,6
"c^c,c,9,N,a,n",6,1,6
"c^c,c,9,N,a,x",7,1,6
"c^c,c,9,N,c,8,9",0,1,7
"c^c,c,9,N,c,c,8,9",1,1,8
"c^c,c,9,Z",4,1,4
"c^c,c,?,8,o,Q",8,1,6
"c^c,c,?,M,c,9",4,1,6
"c^c,c,?,M,c,c,8,9",4,1,8
"c^c,c,?,N,c,9",4,3,6
"c^c,c,?,Z",3,1,4
"c^c,c,M",0,3,3
"c^c,c,M,2",0,1,4
"c^c,c,M,9",6,8,4
"c^c,c,M,a,Q",0,1,5
"c^c,c,M,a,Z",4,1,5
"c^c,c,M,c,8,9",7,1,6
"c^c,c,M,c,9",4,34,5
"c^c,c,M,c,a,m",3,1,6
"c^c,c,M,c,a,x",2,1,6
"c^c,c,M,c,c,8,9",0,1,7
"c^c,c,M,c,c,9",4,7,6
"c^c,c,M,c,c,o",0,1,6
"c^c,c,M,c^c,8,9",1,1,6
"c^c,c,M,cc,9",3,2,5
"c^c,c,N",6,10,3
"c^c,c,N,8,a,n",1,1,6
"c^c,c,N,9",4,35,4
"c^c,c,N,9,8,9",6,1,6
"c^c,c,N,?",5,1,4
"c^c,c,N,a,?",4,1,5
"c^c,c,N,a,Q",6,2,5
"c^c,c,N,a,Z",7,2,5
"c^c,c,N,a,i,Z",3,1,6
"c^c,c,N,a,m",9,1,5
"c^c,c,N,a,m+",0,1,5
"c^c,c,N,a,n",4,4,5
"c^c,c,N,a,x",1,3,5
"c^c,c,N,a,x,9",0,1,6
"c^c,c,N,c,8,9",1,4,6
"c^c,c,N,c,8,cc,9",7,1,7
"c^c,c,N,c,9",4,60,5
"c^c,c,N,c,a,Z",0,1,6
"c^c,c,N,c,a,m",6,1,6
"c^c,c,N,c,a,x,9",7,1,7
"c^c,c,N,c,c,8,9",4,6,7
"c^c,c,N,c,c,9",0,16,6
"c^c,c,N,c,c,P1,9",1,2,7
"c^c,c,N,c,c,c?,o",3,1,7
"c^c,c,N,c,c,o,8,9",4,1,8
"c^c,c,N,c,c,o,x",6,1,7
"c^c,c,N,c,cc,9",9,2,6
"c^c,c,N,c,o,8",7,1,6
"c^c,c,N,c,o,8,9",4,1,7
"c^c,c,N,c,o,Z",6,1,6
"c^c,c,N,c,o,x",8,1,6
"c^c,c,N,c^c,c,9",1,2,6
"c^c,c,N,cc",8,1,4
"c^c,c,N,cc,8",8,1,5
"c^c,c,N,cc,9",1,3,5
"c^c,c,N,cc,c,o,Z",8,1,7
"c^c,c,N,o,8,9",7,1,6
"c^c,c,N,o,Z",2,1,5
"c^c,c,N,o,m",7,1,5
"c^c,c,N,o,x",0,1,5
"c^c,c,P1,c,c,8,9",6,1,7
"c^c,c,P1,c,c,c,8,9",1,1,8
"c^c,c,P1,c,o",5,1,5
"c^c,c,P1,c^c,o,Z,o",7,1,7
"c^c,c,P1,cc,8,9",1,2,6
"c^c,c,P2,8,a,m",1,1,6
"c^c,c,P2,c,9",3,1,5
"c^c,c,P2,c,c,9",6,1,6
"c^c,c,P2,c,o,o,Z",9,1,7
"c^c,c,P2,cc,8,9",9,1,6
"c^c,c,P2,cc,9",4,4,5
"c^c,c,P2,cc,c,8,9",4,1,7
"c^c,c,Z",1,1,3
"c^c,c,a",4,1,3
"c^c,c,a,2",9,2,4
"c^c,c,a,8",9,1,4
"c^c,c,a,N,a,Z",0,1,6
